"run","order_index","D","S","R","rows_per_worker","O_i","B_i","bytes_per_worker","mode","variant","S_tile","iterations","timed_repetitions","warmup","worker_count","worker_list","affinity","affinity_error","affinity_succeeded","timed_repetitions_exact","avx2_supported","kernel_used","eviction_bytes","eviction_checksum","elapsed_seconds","mac_total","mac_per_second","checksum"
"10","1","512","1","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0040191","33554432","8348740000","18446744073692835539"
"10","2","512","1","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0011276","33554432","29757400000","18446744073692835539"
"1","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001395","4194304","30066700000","18446744073630106932"
"1","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","8.18E-05","4194304","51275100000","18446744073630106932"
"2","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","8.74E-05","4194304","47989700000","18446744073630106932"
"2","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000103","4194304","40721400000","18446744073630106932"
"3","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001505","4194304","27869100000","18446744073630106932"
"3","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","8.09E-05","4194304","51845500000","18446744073630106932"
"4","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000203","4194304","20661600000","18446744073630106932"
"4","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001024","4194304","40960000000","18446744073630106932"
"5","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001039","4194304","40368700000","18446744073630106932"
"5","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001178","4194304","35605300000","18446744073630106932"
"6","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001134","4194304","36986800000","18446744073630106932"
"6","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001832","4194304","22894700000","18446744073630106932"
"7","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002313","4194304","18133600000","18446744073630106932"
"7","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","8.9E-05","4194304","47127000000","18446744073630106932"
"8","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001118","4194304","37516100000","18446744073630106932"
"8","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001553","4194304","27007800000","18446744073630106932"
"9","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001627","4194304","25779400000","18446744073630106932"
"9","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000118","4194304","35544900000","18446744073630106932"
"10","1","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001053","4194304","39831900000","18446744073630106932"
"10","2","512","2","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001845","4194304","22733400000","18446744073630106932"
"1","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003647","8388608","23001400000","18446744073630106932"
"1","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002051","8388608","40900100000","18446744073630106932"
"2","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002396","8388608","35010900000","18446744073630106932"
"2","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003198","8388608","26230800000","18446744073630106932"
"3","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0012936","8388608","6484700000","18446744073630106932"
"3","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002307","8388608","36361500000","18446744073630106932"
"4","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002422","8388608","34635000000","18446744073630106932"
"4","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003467","8388608","24195600000","18446744073630106932"
"5","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003564","8388608","23537100000","18446744073630106932"
"5","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002348","8388608","35726600000","18446744073630106932"
"6","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002375","8388608","35320500000","18446744073630106932"
"6","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003647","8388608","23001400000","18446744073630106932"
"7","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003595","8388608","23334100000","18446744073630106932"
"7","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002497","8388608","33594700000","18446744073630106932"
"8","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002148","8388608","39053100000","18446744073630106932"
"8","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003637","8388608","23064600000","18446744073630106932"
"9","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003503","8388608","23946900000","18446744073630106932"
"9","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002398","8388608","34981700000","18446744073630106932"
"10","1","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0002304","8388608","36408900000","18446744073630106932"
"10","2","512","2","2","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004954","8388608","16933000000","18446744073630106932"
"1","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006039","16777216","27781400000","18446744073630106932"
"1","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0012435","16777216","13491900000","18446744073630106932"
"2","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004044","16777216","41486700000","18446744073630106932"
"2","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006415","16777216","26153100000","18446744073630106932"
"3","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006159","16777216","27240200000","18446744073630106932"
"3","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004134","16777216","40583500000","18446744073630106932"
"4","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000413","16777216","40622800000","18446744073630106932"
"4","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006292","16777216","26664400000","18446744073630106932"
"5","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006282","16777216","26706800000","18446744073630106932"
"5","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000399","16777216","42048200000","18446744073630106932"
"6","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004229","16777216","39671800000","18446744073630106932"
"6","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006375","16777216","26317200000","18446744073630106932"
"7","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006746","16777216","24869900000","18446744073630106932"
"7","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004068","16777216","41241900000","18446744073630106932"
"8","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004129","16777216","40632600000","18446744073630106932"
"8","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006275","16777216","26736600000","18446744073630106932"
"9","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003968","16777216","42281300000","18446744073630106932"
"9","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0015202","16777216","11036200000","18446744073630106932"
"10","1","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0003377","16777216","49680800000","18446744073630106932"
"10","2","512","2","4","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0004045","16777216","41476400000","18446744073630106932"
"1","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008416","33554432","39869800000","18446744073630106932"
"1","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0007324","33554432","45814400000","18446744073630106932"
"2","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006798","33554432","49359300000","18446744073630106932"
"2","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008082","33554432","41517500000","18446744073630106932"
"3","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008504","33554432","39457200000","18446744073630106932"
"3","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0009355","33554432","35867900000","18446744073630106932"
"4","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0009571","33554432","35058400000","18446744073630106932"
"4","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0009682","33554432","34656500000","18446744073630106932"
"5","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0035087","33554432","9563210000","18446744073630106932"
"5","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008918","33554432","37625500000","18446744073630106932"
"6","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008064","33554432","41610200000","18446744073630106932"
"6","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0010962","33554432","30609800000","18446744073630106932"
"7","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0015361","33554432","21843900000","18446744073630106932"
"7","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013594","33554432","24683300000","18446744073630106932"
"8","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0007009","33554432","47873400000","18446744073630106932"
"8","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008091","33554432","41471300000","18446744073630106932"
"9","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0010934","33554432","30688200000","18446744073630106932"
"9","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006713","33554432","49984300000","18446744073630106932"
"10","1","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0006766","33554432","49592700000","18446744073630106932"
"10","2","512","2","8","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0008082","33554432","41517500000","18446744073630106932"
"1","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.001636","67108864","41020100000","18446744073630106932"
"1","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013708","67108864","48956000000","18446744073630106932"
"2","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0017428","67108864","38506300000","18446744073630106932"
"2","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026459","67108864","25363300000","18446744073630106932"
"3","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0022115","67108864","30345400000","18446744073630106932"
"3","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0017245","67108864","38915000000","18446744073630106932"
"4","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.001658","67108864","40475800000","18446744073630106932"
"4","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016599","67108864","40429500000","18446744073630106932"
"5","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016941","67108864","39613300000","18446744073630106932"
"5","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016359","67108864","41022600000","18446744073630106932"
"6","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013487","67108864","49758200000","18446744073630106932"
"6","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016196","67108864","41435500000","18446744073630106932"
"7","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016212","67108864","41394600000","18446744073630106932"
"7","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0017121","67108864","39196800000","18446744073630106932"
"8","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.001454","67108864","46154700000","18446744073630106932"
"8","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016652","67108864","40300800000","18446744073630106932"
"9","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.00189","67108864","35507300000","18446744073630106932"
"9","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013488","67108864","49754500000","18446744073630106932"
"10","1","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013548","67108864","49534100000","18446744073630106932"
"10","2","512","2","16","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0026346","67108864","25472100000","18446744073630106932"
"1","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001661","8388608","50503400000","18446744073562895020"
"1","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001113","8388608","75369300000","18446744073562895020"
"2","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","fused","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001213","8388608","69155900000","18446744073562895020"
"2","2","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.000283","8388608","29641700000","18446744073562895020"
"3","1","512","4","1","128,128,128,128","128,128,128,128","65536,65536,65536,65536","65536,65536,65536,65536","repeat","A","8","1","8","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0001702","8388608","49286800000","18446744073562895020"
