"record_type","source_shape","D","S","R","mode","S_tile","rows_per_worker","A_median_mac_per_second","Bclone_median_mac_per_second","B_real_median_mac_per_second","A_over_Bclone","A_over_B_real","B_real_over_Bclone","reference_ratio_band_2_5_to_2_9","A_checksum","Bclone_checksum","B_real_checksum","checksum_equality_all_A_Bclone_pairs","checksum_distinct_all_B_real_pairs","checksum_equality_deterministic","speed_rows","aggregate_rows"
"literal_fused_threeway_rectangular","T0-R target512 depth16","512","1","16","fused","8","1332,807,965,992","27159250000","19603250000","25872850000","1.38544629079362","1.04972007335875","1.31982451889355","False","342599379","342599379","18446744073654555548","True","True","True","30","3"
