project_version,gate,D,S,R,total_rows,kernel,variant,transition,timing_scope,slot_tile,seed,phase_profile,require_affinity,projection_shift,state_multiplier,output_multiplier,final_shift,target_rms,epsilon,warmup_repetitions,timed_repetitions,sequences_per_repetition,worker_count,allow_smt_siblings,cpus,physical_cores,rows,base_weight_bytes,allocated_weight_bytes,logical_weight_load_bytes,one_pass_weight_bytes,distinct_weight_storage_bytes,elapsed_seconds,mac_total,mac_per_second,logical_weight_load_gb_per_second,one_pass_weight_gb_per_second,output_checksum,state_checksum,round_sink,weight_hash_signature,clone_hashes_equal,clone_addresses_distinct,all_affinity_succeeded,clipped_cells,transition_cells,worker_compute_seconds,worker_transition_seconds,worker_sync_seconds,worker_cold_seconds,worker_affinity_errors,valid,error,batch_repeat,variant_order
0.4.1,t0m,1472,1,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00060479999999999996,69337088,114644656084.6561,114.64465608465609,114.64465608465609,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,7
0.4.1,t0m,1472,1,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00063829999999999996,69337088,108627742440.85854,108.62774244085854,108.62774244085854,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,8
0.4.1,t0m,1472,8,8,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0034383999999999999,554696704,161324076314.56491,40.331019078641226,20.165509539320613,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,9
0.4.1,t0m,1472,8,8,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,554696704,69337088,17334272,0.0075284000000000002,554696704,73680556824.823334,73.680556824823327,9.2100696031029159,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,10
0.4.1,t0m,1472,8,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0028819000000000002,554696704,192476041500.39902,48.119010375099755,24.059505187549878,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,11
0.4.1,t0m,1472,8,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,554696704,69337088,2166784,0.0057806999999999997,554696704,95956666839.656097,95.956666839656094,11.994583354957012,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,12
0.4.1,t0m,1472,16,4,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,8667136,138674176,34668544,8667136,0.0028942,554696704,191658041600.44226,47.914510400110565,11.978627600027641,3440678550481229109,151263660427993466,3215971835136381352,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,13
0.4.1,t0m,1472,16,4,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,8667136,554696704,34668544,8667136,0.0061159999999999999,554696704,90695994767.822113,90.695994767822114,5.6684996729888821,3440678550481229109,151263660427993466,3215971835136381352,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,14
0.4.1,t0m,1472,16,4,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,34668544,2166784,0.0030339999999999998,554696704,182826863546.47333,45.706715886618333,11.426678971654583,3440678550481229109,151263660427993466,3215971835136381352,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,15
0.4.1,t0m,1472,16,4,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,554696704,34668544,2166784,0.0061589000000000001,554696704,90064249135.397552,90.064249135397546,5.6290155709623466,3440678550481229109,151263660427993466,3215971835136381352,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,16
