"target_kib","variant","n","legacy_over_repeat_mac_per_second_mean","legacy_over_repeat_mac_per_second_median","legacy_over_repeat_mac_per_second_min","legacy_over_repeat_mac_per_second_max","legacy_over_fused_mac_per_second_mean","legacy_over_fused_mac_per_second_median","legacy_over_fused_mac_per_second_min","legacy_over_fused_mac_per_second_max","repeat_over_fused_mac_per_second_mean","repeat_over_fused_mac_per_second_median","repeat_over_fused_mac_per_second_min","repeat_over_fused_mac_per_second_max","legacy_over_repeat_elapsed_mean","legacy_over_repeat_elapsed_median","legacy_over_repeat_elapsed_min","legacy_over_repeat_elapsed_max","legacy_over_fused_elapsed_mean","legacy_over_fused_elapsed_median","legacy_over_fused_elapsed_min","legacy_over_fused_elapsed_max","repeat_over_fused_elapsed_mean","repeat_over_fused_elapsed_median","repeat_over_fused_elapsed_min","repeat_over_fused_elapsed_max"
"512","A","10","2.19679194176562","2.24982942030348","1.11026596793346","2.94471162355559","3.05736736102296","2.89409367996166","1.91342309454953","4.941435063661","1.4376187536453","1.50322318080836","0.921115148127446","1.82436352259289","0.504087459152408","0.444659219257065","0.33959248018387","0.900685766286949","0.351835160439564","0.345556921360135","0.202370247562312","0.522623229061078","0.731304913829954","0.665240036913213","0.548135555118442","1.08563659628919"
"512","B","10","1.38025889852624","1.23130396853733","0.768623404833017","3.14723747183842","1.92082445626044","1.85262668858265","1.26790597351352","2.69729509679754","1.54038124753753","1.53535125447923","0.616113876903787","2.39695132983535","0.828306498956331","0.818211083712363","0.317739355577547","1.30102901831653","0.548524834232112","0.540952742511207","0.370742052380168","0.788701495583219","0.732172442872777","0.651359534929224","0.417196507988799","1.62307874918554"
"768","A","10","2.26157939071217","2.21302029249643","1.43175456154092","3.34559574973247","3.16420699323545","2.92568836618493","1.98775195827712","5.33364967387667","1.39685909405074","1.39449006993793","1.03934496978997","1.68310366633822","0.460601489166258","0.451918109692759","0.298900765782997","0.698444552509195","0.335157247479101","0.341800542775547","0.187488398835583","0.503080892546164","0.729125378815852","0.717121531823329","0.594139461365432","0.962145616888162"
"768","B","10","1.18027981479426","1.14101271461527","0.603837720526986","1.73965435071613","2.01988640355495","1.8951010275479","0.978239031770045","3.05594393027226","1.75015890120199","1.56499352485306","0.923176317483547","2.68878605445233","0.912266446086977","0.876426432233957","0.574827473539342","1.6560709014268","0.564493910166791","0.528007728720389","0.327230615302123","1.02224383677456","0.633149322119789","0.63977164576443","0.371914783060535","1.08321535821536"
