"campaign","campaign_repeat","invocation","D","S","R","O_i","B_i","rows_per_worker","bytes_per_worker","mode","variant","S_tile","iterations","timed_repetitions","warmup","worker_count","worker_list","affinity","affinity_error","affinity_succeeded","timed_repetitions_exact","avx2_supported","kernel_used","eviction_bytes","eviction_checksum","elapsed_seconds","mac_total","mac_per_second","checksum"
"main","1","88","512","4","4","768,768,768,768","1572864,1572864,1572864,1572864","768,768,768,768","1572864,1572864,1572864,1572864","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0036598","125829120","3.43814e+10","861613369"
"main","1","89","512","4","8","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0113778","251658240","2.21184e+10","1986990123"
"main","1","90","512","4","8","768,768,768,768","3145728,3145728,3145728,3145728","768,768,768,768","3145728,3145728,3145728,3145728","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0306814","251658240","8.20231e+09","1650775687"
"main","1","91","512","4","8","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.015316","251658240","1.64311e+10","1986990123"
"main","1","92","512","4","8","768,768,768,768","3145728,3145728,3145728,3145728","768,768,768,768","3145728,3145728,3145728,3145728","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0076223","251658240","3.30161e+10","1650775687"
"main","1","93","512","4","16","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0220735","503316480","2.28018e+10","1986990123"
"main","1","94","512","4","16","768,768,768,768","6291456,6291456,6291456,6291456","768,768,768,768","6291456,6291456,6291456,6291456","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0269285","503316480","1.86908e+10","18446744072240926991"
"main","1","95","512","4","16","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0159782","503316480","3.15002e+10","1986990123"
"main","1","96","512","4","16","768,768,768,768","6291456,6291456,6291456,6291456","768,768,768,768","6291456,6291456,6291456,6291456","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0159321","503316480","3.15913e+10","18446744072240926991"
"main","1","97","512","8","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0041854","62914560","1.50319e+10","18446744073152474417"
"main","1","98","512","8","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0039541","62914560","1.59112e+10","18446744073152474417"
"main","1","99","512","8","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0025531","62914560","2.46424e+10","18446744073152474417"
"main","1","100","512","8","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.00271","62914560","2.32157e+10","18446744073152474417"
"main","1","101","512","8","2","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0068344","125829120","1.84111e+10","18446744073152474417"
"main","1","102","512","8","2","768,768,768,768","786432,786432,786432,786432","768,768,768,768","786432,786432,786432,786432","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0106545","125829120","1.181e+10","2053370459"
"main","1","103","512","8","2","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0065502","125829120","1.921e+10","18446744073152474417"
"main","1","104","512","8","2","768,768,768,768","786432,786432,786432,786432","768,768,768,768","786432,786432,786432,786432","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0069917","125829120","1.79969e+10","2053370459"
"main","1","105","512","8","4","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0134245","251658240","1.87462e+10","18446744073152474417"
"main","1","106","512","8","4","768,768,768,768","1572864,1572864,1572864,1572864","768,768,768,768","1572864,1572864,1572864,1572864","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0331989","251658240","7.58032e+09","4936765543"
"main","1","107","512","8","4","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0134207","251658240","1.87515e+10","18446744073152474417"
"main","1","108","512","8","4","768,768,768,768","1572864,1572864,1572864,1572864","768,768,768,768","1572864,1572864,1572864,1572864","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0078398","251658240","3.21001e+10","4936765543"
"main","1","109","512","8","8","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0218681","503316480","2.3016e+10","18446744073152474417"
"main","1","110","512","8","8","768,768,768,768","3145728,3145728,3145728,3145728","768,768,768,768","3145728,3145728,3145728,3145728","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0183565","503316480","2.7419e+10","2444861251"
"main","1","111","512","8","8","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0152267","503316480","3.30549e+10","18446744073152474417"
"main","1","112","512","8","8","768,768,768,768","3145728,3145728,3145728,3145728","768,768,768,768","3145728,3145728,3145728,3145728","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0158183","503316480","3.18186e+10","2444861251"
"main","1","113","512","8","16","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.118389","1006632960","8.50273e+09","18446744073152474417"
"main","1","114","512","8","16","768,768,768,768","6291456,6291456,6291456,6291456","768,768,768,768","6291456,6291456,6291456,6291456","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0475137","1006632960","2.11862e+10","18446744070292040802"
"main","1","115","512","8","16","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0436927","1006632960","2.30389e+10","18446744073152474417"
"main","1","116","512","8","16","768,768,768,768","6291456,6291456,6291456,6291456","768,768,768,768","6291456,6291456,6291456,6291456","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.031511","1006632960","3.19454e+10","18446744070292040802"
"main","1","117","512","16","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0111022","125829120","1.13337e+10","18446744063438981076"
"main","1","118","512","16","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0092716","125829120","1.35715e+10","18446744063438981076"
"main","1","119","512","16","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0065503","125829120","1.92097e+10","18446744063438981076"
"main","1","120","512","16","1","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0064811","125829120","1.94148e+10","18446744063438981076"
"main","1","121","512","16","2","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0781759","251658240","3.21913e+09","18446744063438981076"
"main","1","122","512","16","2","768,768,768,768","786432,786432,786432,786432","768,768,768,768","786432,786432,786432,786432","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0092738","251658240","2.71365e+10","10835340107"
"main","1","123","512","16","2","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0114555","251658240","2.19683e+10","18446744063438981076"
"main","1","124","512","16","2","768,768,768,768","786432,786432,786432,786432","768,768,768,768","786432,786432,786432,786432","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0149769","251658240","1.68031e+10","10835340107"
"main","1","125","512","16","4","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0283538","503316480","1.77513e+10","18446744063438981076"
"main","1","126","512","16","4","768,768,768,768","1572864,1572864,1572864,1572864","768,768,768,768","1572864,1572864,1572864,1572864","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0343007","503316480","1.46737e+10","1795667947"
"main","1","127","512","16","4","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0223145","503316480","2.25556e+10","18446744063438981076"
"main","1","128","512","16","4","768,768,768,768","1572864,1572864,1572864,1572864","768,768,768,768","1572864,1572864,1572864,1572864","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0213216","503316480","2.36059e+10","1795667947"
"main","1","129","512","16","8","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.165294","1006632960","6.08996e+09","18446744063438981076"
"main","1","130","512","16","8","768,768,768,768","3145728,3145728,3145728,3145728","768,768,768,768","3145728,3145728,3145728,3145728","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0601934","1006632960","1.67233e+10","15168031758"
"main","1","131","512","16","8","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0394013","1006632960","2.55482e+10","18446744063438981076"
"main","1","132","512","16","8","768,768,768,768","3145728,3145728,3145728,3145728","768,768,768,768","3145728,3145728,3145728,3145728","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0472682","1006632960","2.12962e+10","15168031758"
"main","1","133","512","16","16","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.110955","2013265920","1.81448e+10","18446744063438981076"
"main","1","134","512","16","16","768,768,768,768","6291456,6291456,6291456,6291456","768,768,768,768","6291456,6291456,6291456,6291456","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.103146","2013265920","1.95186e+10","18446744056699686799"
"main","1","135","512","16","16","768,768,768,768","393216,393216,393216,393216","768,768,768,768","393216,393216,393216,393216","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.087274","2013265920","2.30683e+10","18446744063438981076"
"main","1","136","512","16","16","768,768,768,768","6291456,6291456,6291456,6291456","768,768,768,768","6291456,6291456,6291456,6291456","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0827893","2013265920","2.43179e+10","18446744056699686799"
"main","1","137","512","1","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0014457","10485760","7.25307e+09","240383804"
"main","1","138","512","1","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0012955","10485760","8.09399e+09","240383804"
"main","1","139","512","1","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.001154","10485760","9.08645e+09","240383804"
"main","1","140","512","1","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0011686","10485760","8.97292e+09","240383804"
"main","1","141","512","1","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0022038","20971520","9.51607e+09","240383804"
"main","1","142","512","1","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0022663","20971520","9.25364e+09","813419254"
"main","1","143","512","1","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0011581","20971520","1.81086e+10","240383804"
"main","1","144","512","1","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0010796","20971520","1.94253e+10","813419254"
"main","1","145","512","1","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0091461","41943040","4.58589e+09","240383804"
"main","1","146","512","1","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0045581","41943040","9.20187e+09","18446744073409374018"
"main","1","147","512","1","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0041761","41943040","1.00436e+10","240383804"
"main","1","148","512","1","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0015536","41943040","2.69973e+10","18446744073409374018"
"main","1","149","512","1","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0140229","83886080","5.98208e+09","240383804"
"main","1","150","512","1","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0147372","83886080","5.69213e+09","18446744073030842095"
"main","1","151","512","1","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0041229","83886080","2.03464e+10","240383804"
"main","1","152","512","1","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.004358","83886080","1.92488e+10","18446744073030842095"
"main","1","153","512","1","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.015868","167772160","1.0573e+10","240383804"
"main","1","154","512","1","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0188699","167772160","8.89099e+09","18446744073530265081"
"main","1","155","512","1","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0109209","167772160","1.53625e+10","240383804"
"main","1","156","512","1","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0072701","167772160","2.3077e+10","18446744073530265081"
"main","1","157","512","2","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013617","20971520","1.5401e+10","783834524"
"main","1","158","512","2","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0024875","20971520","8.43076e+09","783834524"
"main","1","159","512","2","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0044916","20971520","4.66905e+09","783834524"
"main","1","160","512","2","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0028969","20971520","7.2393e+09","783834524"
"main","1","161","512","2","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0027408","41943040","1.53032e+10","783834524"
"main","1","162","512","2","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0023038","41943040","1.8206e+10","1106709878"
"main","1","163","512","2","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0021031","41943040","1.99434e+10","783834524"
"main","1","164","512","2","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0013713","41943040","3.05863e+10","1106709878"
"main","1","165","512","2","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0082836","83886080","1.01268e+10","783834524"
"main","1","166","512","2","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0043103","83886080","1.94618e+10","520735018"
"main","1","167","512","2","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0028731","83886080","2.91971e+10","783834524"
"main","1","168","512","2","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0040745","83886080","2.05881e+10","520735018"
"main","1","169","512","2","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.008959","167772160","1.87267e+10","783834524"
"main","1","170","512","2","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.010212","167772160","1.64289e+10","10104390"
"main","1","171","512","2","8","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0066796","167772160","2.51171e+10","783834524"
"main","1","172","512","2","8","1024,1024,1024,1024","4194304,4194304,4194304,4194304","1024,1024,1024,1024","4194304,4194304,4194304,4194304","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0085284","167772160","1.96722e+10","10104390"
"main","1","173","512","2","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0173065","335544320","1.93883e+10","783834524"
"main","1","174","512","2","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.023626","335544320","1.42023e+10","12682126"
"main","1","175","512","2","16","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0142364","335544320","2.35695e+10","783834524"
"main","1","176","512","2","16","1024,1024,1024,1024","8388608,8388608,8388608,8388608","1024,1024,1024,1024","8388608,8388608,8388608,8388608","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.011896","335544320","2.82065e+10","12682126"
"main","1","177","512","4","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0033843","41943040","1.23934e+10","2433271104"
"main","1","178","512","4","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0024328","41943040","1.72406e+10","2433271104"
"main","1","179","512","4","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0042944","41943040","9.76692e+09","2433271104"
"main","1","180","512","4","1","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0016236","41943040","2.58334e+10","2433271104"
"main","1","181","512","4","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0044082","83886080","1.90296e+10","2433271104"
"main","1","182","512","4","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.003745","83886080","2.23995e+10","379156297"
"main","1","183","512","4","2","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0024948","83886080","3.36244e+10","2433271104"
"main","1","184","512","4","2","1024,1024,1024,1024","1048576,1048576,1048576,1048576","1024,1024,1024,1024","1048576,1048576,1048576,1048576","repeat","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0083373","83886080","1.00615e+10","379156297"
"main","1","185","512","4","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","fused","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0157435","167772160","1.06566e+10","2433271104"
"main","1","186","512","4","4","1024,1024,1024,1024","2097152,2097152,2097152,2097152","1024,1024,1024,1024","2097152,2097152,2097152,2097152","fused","B","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0116242","167772160","1.4433e+10","1771619293"
"main","1","187","512","4","4","1024,1024,1024,1024","524288,524288,524288,524288","1024,1024,1024,1024","524288,524288,524288,524288","repeat","A","8","1","5","2","4","0,2,4,6","true,true,true,true","0,0,0,0","true","true","true","avx2","0","0","0.0074467","167772160","2.25297e+10","2433271104"
