"campaign","target_kib","S","R","mode","variant","tile","n","mean","median","min","max","population_sd","checksum","checksum_deterministic","checksum_values"
"main","512","16","1","repeat","A","","10","42533470000","41819450000","37460100000","51208600000","4603752254.8569","18446744061803098170","True","18446744061803098170"
"main","384","16","8","repeat","A","","10","39209850000","41023450000","28254900000","48256300000","5911138341.00506","18446744058463905399","True","18446744058463905399"
"main","384","4","2","fused","A","","10","83499060000","84741800000","59801200000","127406000000","19325240592.0444","1603313223","True","1603313223"
"main","640","4","8","repeat","B","","10","37290390000","36904400000","25996200000","53172800000","7288667021.26665","2865704319","True","2865704319"
"main","640","16","16","fused","A","","10","107466350000","110032000000","89108500000","116329000000","7946623434.04417","18446744064341133394","True","18446744064341133394"
"main","768","16","8","repeat","B","","10","35455360000","36708500000","26709000000","42204100000","5714617760.13059","14676624383","True","14676624383"
"main","768","4","16","repeat","B","","10","35581980000","37453100000","22993800000","43281600000","6485800837.49108","18446744069074957738","True","18446744069074957738"
"main","640","8","8","repeat","A","","10","40069890000","38800300000","23431700000","52545000000","7572446681.28472","4048733537","True","4048733537"
"main","512","2","16","repeat","A","","10","35376430000","36544650000","24598800000","43839100000","6041980823.04967","201861269","True","201861269"
"main","768","1","8","fused","A","","10","29585879000","31588250000","2181290000","39469600000","9531966340.09841","18446744073656903484","True","18446744073656903484"
"main","384","1","8","repeat","B","","10","37096230000","33814350000","30290200000","47391000000","5988419073.68715","18446744073191227399","True","18446744073191227399"
"main","512","16","2","fused","A","","10","99021840000","98476650000","78762800000","131402000000","14360351048.5085","18446744061803098170","True","18446744061803098170"
"main","384","8","4","repeat","B","","10","34900744000","38077450000","8309240000","41325700000","9162037884.23864","4497000739","True","4497000739"
"main","640","1","8","fused","A","","10","34346898000","37380400000","5199480000","53864600000","14180327283.4458","158409371","True","158409371"
"main","640","1","8","fused","B","","10","34078470000","35089050000","27114300000","42108300000","4321280033.98299","18446744072702920639","True","18446744072702920639"
"main","640","16","1","fused","B","","10","111619080000","109707000000","84532800000","135930000000","13936599690.6563","18446744064341133394","True","18446744064341133394"
"main","768","16","16","fused","B","","10","97165990000","99792900000","75085800000","120164000000","14397782745.7876","18446744037214545642","True","18446744037214545642"
"main","512","16","4","repeat","B","","10","42189380000","41141250000","35705500000","48423000000","3801215332.44303","2094193841","True","2094193841"
"main","768","4","16","fused","A","","10","92530560000","95062450000","20722000000","131853000000","28094036816.0291","3595600930","True","3595600930"
"main","640","2","8","fused","A","","10","60318810000","58358450000","56653900000","68826800000","3907543763.14585","1137017487","True","1137017487"
"main","384","4","8","fused","A","","10","106000280000","112674000000","54222800000","134847000000","24210896211.4912","1603313223","True","1603313223"
"main","768","16","2","repeat","A","","10","36902970000","36480750000","31882700000","43156600000","3465780268.00604","18446744072594158984","True","18446744072594158984"
"main","768","16","2","repeat","B","","10","39446500000","40043200000","31503700000","46720400000","4093977564.17888","7691493228","True","7691493228"
"main","384","2","2","fused","B","","10","50390480000","47040450000","39031900000","65070000000","9015631470.26319","338473985","True","338473985"
"main","768","8","1","repeat","B","","10","46700830000","43618950000","38786000000","56561900000","8123550569.55393","5665126491","True","5665126491"
"main","384","16","1","repeat","B","","10","41699990000","40396200000","18586800000","55320100000","9652503967.72257","18446744058463905399","True","18446744058463905399"
"main","512","2","1","repeat","B","","10","35254330000","35332500000","25586700000","43667900000","4292362872.13698","201861269","True","201861269"
"main","384","8","16","repeat","A","","10","36348550000","37720650000","19690700000","48688700000","7921973907.71391","18446744072594251943","True","18446744072594251943"
"main","384","16","4","repeat","A","","10","38935240000","38144150000","35815700000","43805000000","2714719258.48696","18446744058463905399","True","18446744058463905399"
"main","384","1","1","fused","B","","10","36659510000","35444900000","28295300000","52276300000","8211225469.25244","169863235","True","169863235"
"main","640","16","4","repeat","A","","10","43464010000","45753650000","22277100000","53237100000","8349676786.493","18446744064341133394","True","18446744064341133394"
"main","640","8","16","fused","A","","10","103465090000","103590500000","58375800000","129472000000","17842628827.5271","4048733537","True","4048733537"
"main","768","8","4","fused","A","","10","109716010000","107491500000","80331400000","134770000000","18369732061.5435","5665126491","True","5665126491"
"main","640","8","16","fused","B","","10","105182670000","108821500000","49164100000","123643000000","20311308730.5594","18446744069991997871","True","18446744069991997871"
"main","768","2","16","fused","A","","10","59184610000","58831050000","45160700000","67837600000","6545875499.19031","1144888752","True","1144888752"
"main","512","1","2","repeat","B","","10","28310348000","30968550000","1404920000","49629400000","12914447657.2131","764099066","True","764099066"
"main","768","4","2","repeat","A","","10","50435400000","54117000000","33303000000","55280600000","7419003073.59419","3595600930","True","3595600930"
"main","512","4","4","repeat","A","","10","43616720000","43488000000","33914300000","53777400000","5772997014.34186","1471357870","True","1471357870"
"main","384","2","16","repeat","B","","10","32110270000","31234500000","26845900000","37238600000","2966183207.77729","72529168","True","72529168"
"main","640","16","8","fused","A","","10","99974680000","106651000000","56859900000","125852000000","19542390412.6286","18446744064341133394","True","18446744064341133394"
"main","384","8","1","fused","B","","10","106460290000","100055750000","83137800000","133630000000","17658738465.3859","18446744072594251943","True","18446744072594251943"
"main","640","16","8","fused","B","","10","105516740000","106121000000","76867600000","122236000000","12516572637.6033","6282555463","True","6282555463"
"main","640","4","4","fused","B","","10","89501330000","92260900000","71637800000","114466000000","12274107177.8806","4137814736","True","4137814736"
"main","512","2","1","fused","B","","10","49191630000","49691900000","38212500000","58012500000","5291211083.49497","201861269","True","201861269"
"main","640","4","4","repeat","B","","10","35497830000","36784750000","13601300000","45375700000","8952353089.33355","4137814736","True","4137814736"
"main","512","1","1","fused","B","","10","38674850000","35181850000","29725800000","54383200000","8379407535.76886","81541731","True","81541731"
"main","640","4","4","repeat","A","","10","38212390000","39727250000","29114700000","48395400000","5824740763.92246","2920336307","True","2920336307"
"main","768","2","4","fused","A","","10","51282350000","50200900000","35222800000","70712900000","9631916902.90671","1144888752","True","1144888752"
"main","384","8","16","fused","A","","10","89786010000","91708100000","30718900000","131261000000","24817846413.154","18446744072594251943","True","18446744072594251943"
"main","768","4","8","repeat","A","","10","39486600000","39965350000","24993900000","46625800000","5706218495.99189","3595600930","True","3595600930"
"main","768","16","16","repeat","A","","10","40794240000","41455750000","31132200000","46640800000","4727272925.31328","18446744072594158984","True","18446744072594158984"
"main","384","4","8","repeat","B","","10","36034830000","39125850000","10420600000","50946800000","12500948672.0049","1114216643","True","1114216643"
"main","384","8","8","repeat","B","","10","41698880000","41545100000","17916500000","53674900000","9797668441.60385","931578939","True","931578939"
"main","768","2","1","fused","A","","10","57817490000","56118750000","45644000000","70601300000","8426437520.61926","1144888752","True","1144888752"
"main","640","2","4","fused","B","","10","49019615000","50625200000","6470050000","69061900000","15794468943.9381","751742462","True","751742462"
"main","512","16","2","fused","B","","10","91288610000","100641450000","14040600000","117911000000","29033959832.2189","15137874808","True","15137874808"
"main","512","1","1","repeat","B","","10","32610833000","34260550000","7623930000","50701800000","11465678963.8731","81541731","True","81541731"
"main","512","16","8","repeat","B","","10","36308360000","40461750000","16588600000","47615900000","11127056362.0573","18446744072221275363","True","18446744072221275363"
"main","640","1","16","fused","B","","10","29260290000","29332900000","20604400000","38701300000","5428753788.9372","18446744073327863979","True","18446744073327863979"
"main","384","16","16","repeat","A","","10","38965620000","39732950000","29033600000","45742200000","5491885742.94841","18446744058463905399","True","18446744058463905399"
"main","768","2","2","fused","B","","10","56750260000","52064100000","50116100000","69783900000","7353651609.80584","548704481","True","548704481"
"main","768","1","1","repeat","B","","10","36041950000","37555550000","20295000000","50901700000","7998821979.79803","18446744073656903484","True","18446744073656903484"
"main","384","4","4","fused","B","","10","100802150000","99409950000","66525700000","132243000000","21454345304.6813","691060441","True","691060441"
"main","512","2","4","fused","B","","10","57844710000","55666550000","49319400000","68041000000","7195059534.07614","531791669","True","531791669"
"main","768","16","2","fused","A","","10","101707410000","98809700000","78597100000","136474000000","19086746764.8864","18446744072594158984","True","18446744072594158984"
"main","384","2","1","fused","A","","10","46521266000","48809650000","1419460000","66593900000","17177933634.9982","521725446","True","521725446"
"main","384","8","2","fused","A","","10","102613810000","104572000000","82765300000","112178000000","7270961025.67604","18446744072594251943","True","18446744072594251943"
"main","384","4","1","fused","B","","10","79956330000","78646250000","45458500000","119553000000","18451467197.4914","1603313223","True","1603313223"
"main","384","1","8","fused","A","","10","36853490000","35374500000","27620600000","50945500000","6383738263.50204","169863235","True","169863235"
"main","768","8","1","fused","A","","10","99890500000","100120100000","41652300000","135218000000","27003983005.105","5665126491","True","5665126491"
"main","768","4","4","repeat","B","","10","38722060000","39315850000","29718500000","44611900000","4553957646.31161","3197443490","True","3197443490"
"main","384","16","8","repeat","B","","10","33983300000","36394100000","19319400000","43096500000","8064168078.10948","13987789087","True","13987789087"
"main","384","1","2","fused","A","","10","40250210000","36600950000","28368600000","52060000000","9170705456.44663","169863235","True","169863235"
"main","512","2","4","repeat","A","","10","37967280000","37325450000","28120200000","48422600000","5060442956.65903","201861269","True","201861269"
"main","768","2","4","repeat","A","","10","35403940000","36305350000","29221400000","46216100000","4989153433.03852","1144888752","True","1144888752"
"main","768","2","2","repeat","B","","10","39455800000","38417700000","18459800000","52825000000","10115771535.1821","548704481","True","548704481"
"main","384","2","8","fused","A","","10","56204400000","56796650000","44143800000","66948200000","9232561463.321","521725446","True","521725446"
"main","512","8","2","fused","B","","10","108328580000","104080500000","84421600000","132247000000","15850616848.6782","2965375300","True","2965375300"
"main","768","8","16","repeat","A","","10","37641050000","37336600000","27468600000","44597200000","5176426757.57129","5665126491","True","5665126491"
"main","768","8","16","repeat","B","","10","36804350000","38343500000","26691600000","41890800000","4630878850.12122","18446744066186286478","True","18446744066186286478"
"main","384","8","1","repeat","A","","10","41181770000","39409500000","35471100000","51709700000","5444632547.20647","18446744072594251943","True","18446744072594251943"
"main","768","8","16","fused","A","","10","94915070000","106031500000","51364600000","114755000000","20393084010.7645","5665126491","True","5665126491"
"main","768","2","8","fused","B","","10","56146260000","55955500000","48520600000","63919300000","5075434173.19149","18446744073683068726","True","18446744073683068726"
"main","512","16","16","repeat","A","","10","39048410000","38450100000","30284900000","48678500000","5387972448.23134","18446744061803098170","True","18446744061803098170"
"main","640","4","16","repeat","A","","10","39054820000","39020900000","18002700000","49649400000","8810120719.35453","2920336307","True","2920336307"
"main","512","4","16","fused","B","","10","109622210000","106267500000","92112100000","134176000000","13261564396.2128","18446744072407598779","True","18446744072407598779"
"main","640","8","4","repeat","B","","10","39809930000","41858550000","14260900000","51319800000","10137066898.0776","5611313121","True","5611313121"
"main","768","1","2","repeat","B","","10","38559620000","36539700000","21686300000","51238600000","8576528469.23509","759319643","True","759319643"
"main","512","4","16","fused","A","","10","110293240000","109808000000","78684900000","137523000000","18860343854.9884","1471357870","True","1471357870"
"main","768","16","4","fused","B","","10","109989550000","109442000000","99094500000","123170000000","7997307654.61102","1887658406","True","1887658406"
"main","512","16","2","repeat","B","","10","34404480000","34349850000","14898100000","49138400000","8473853099.48196","15137874808","True","15137874808"
"main","384","16","2","repeat","A","","10","45436130000","44536450000","29947700000","56190200000","8451703641.99432","18446744058463905399","True","18446744058463905399"
"main","384","2","8","repeat","B","","10","34419070000","32340200000","27937200000","44020200000","4650315720.90541","18446744073440170581","True","18446744073440170581"
"main","384","2","2","fused","A","","10","46627443000","45704600000","4395930000","66558600000","16980280387.8864","521725446","True","521725446"
"main","384","8","1","fused","A","","10","106328360000","104150000000","85824300000","133772000000","14828422625.7684","18446744072594251943","True","18446744072594251943"
"main","768","2","1","repeat","A","","10","37073840000","36340300000","30347700000","47304200000","5046934447.80096","1144888752","True","1144888752"
"main","384","2","2","repeat","B","","10","33796480000","33034550000","18985200000","48086000000","8499082701.18605","338473985","True","338473985"
"main","768","2","1","repeat","B","","10","42197630000","41149900000","33650900000","50681300000","6229618382.70211","1144888752","True","1144888752"
"main","768","16","8","fused","B","","10","99492800000","104322500000","61115800000","121174000000","17808911641.7596","14676624383","True","14676624383"
"main","384","1","1","fused","A","","10","36095600000","36466950000","28365400000","49774200000","5780809519.08987","169863235","True","169863235"
"main","384","1","1","repeat","B","","10","31367340000","32376200000","15071200000","44321600000","8446618879.19657","169863235","True","169863235"
"main","384","4","4","repeat","B","","10","38926103000","38647750000","6059330000","53824900000","13480301663.6602","691060441","True","691060441"
"main","768","2","8","repeat","A","","10","34080280000","37789950000","4639600000","52176700000","13981826514.2863","1144888752","True","1144888752"
"main","512","16","4","fused","B","","10","105172950000","100806500000","88344000000","135452000000","12543441311.3188","2094193841","True","2094193841"
"main","512","1","4","fused","B","","10","33961980000","35153750000","10209900000","51181300000","11634675312.7709","18446744073404312357","True","18446744073404312357"
"main","512","16","4","fused","A","","10","107679980000","107342500000","90732900000","131301000000","11919628347.4612","18446744061803098170","True","18446744061803098170"
"main","512","8","16","fused","A","","10","94748740000","98996050000","65385700000","113614000000","12983372320.0253","18446744072342836291","True","18446744072342836291"
"main","512","1","4","fused","A","","10","35007419000","35113350000","2217590000","53413600000","13678602268.6256","81541731","True","81541731"
"main","384","16","4","fused","A","","10","98334700000","96397300000","59499400000","126569000000","17469459438.9752","18446744058463905399","True","18446744058463905399"
"main","640","2","8","fused","B","","10","52183560000","50837400000","38681200000","63547700000","7873866018.31654","18446744073529038911","True","18446744073529038911"
"main","768","8","2","repeat","A","","10","37133210000","38550450000","31273300000","43079300000","4044233057.44118","5665126491","True","5665126491"
"main","640","4","1","repeat","B","","10","37071380000","38335450000","31634800000","39773400000","2925841883.56104","2920336307","True","2920336307"
"main","640","8","1","repeat","B","","10","36784990000","37069050000","29549800000","41033100000","3714082702.48523","4048733537","True","4048733537"
"main","512","1","4","repeat","A","","10","34678900000","30980050000","23498300000","50287600000","10190191934.2081","81541731","True","81541731"
"main","640","4","1","fused","A","","10","101875330000","96233400000","66534000000","144432000000","25387238561.5313","2920336307","True","2920336307"
"main","640","2","4","repeat","B","","10","36511510000","38036000000","17318400000","51824700000","9202898412.61436","751742462","True","751742462"
"main","768","4","4","fused","B","","10","97162160000","98723750000","72112300000","119149000000","12323229207.6549","3197443490","True","3197443490"
"main","512","8","1","fused","A","","10","110104950000","109794500000","82748300000","133457000000","18776442930.0254","18446744072342836291","True","18446744072342836291"
"main","768","2","16","repeat","B","","10","35072570000","35074300000","27659100000","44003600000","4837235439.39097","18446744072268557640","True","18446744072268557640"
"main","512","4","8","repeat","B","","10","39215590000","38423800000","29946800000","50625300000","4820330029.04365","1082147256","True","1082147256"
"main","512","8","4","fused","A","","10","106611450000","105175500000","83588300000","131864000000","14284812765.6788","18446744072342836291","True","18446744072342836291"
"main","768","8","8","repeat","B","","10","37927890000","37141100000","25843600000","45412400000","5368296109.83783","18446744071271597766","True","18446744071271597766"
"main","768","4","8","repeat","B","","10","38185510000","36964550000","34325600000","43724600000","2915801695.74338","6345042905","True","6345042905"
"main","512","4","8","fused","B","","10","79435280000","89757450000","16839100000","103848000000","24091711767.7346","1082147256","True","1082147256"
"main","768","16","4","repeat","B","","10","43759810000","44123550000","35849300000","54790800000","4645785523.55788","1887658406","True","1887658406"
"main","640","2","16","repeat","B","","10","32243770000","33398000000","21064200000","36715400000","4189745008.24334","18446744073527213635","True","18446744073527213635"
"main","512","1","16","repeat","A","","10","32579586000","34528100000","7763160000","50399100000","12729213736.5261","81541731","True","81541731"
"main","512","2","2","fused","A","","10","49648500000","48858900000","33156600000","68089400000","8806198483.00048","201861269","True","201861269"
"main","512","2","8","fused","A","","10","48992720000","45686150000","36751800000","68492400000","10093942675.07","201861269","True","201861269"
"main","512","4","16","repeat","A","","10","40343910000","41787300000","22414100000","47381800000","7256112938.26798","1471357870","True","1471357870"
"main","384","1","16","fused","B","","10","31996920000","31745250000","24983400000","41091300000","4296302555.40738","18446744073698793368","True","18446744073698793368"
"main","768","1","8","repeat","B","","10","31813440000","30889200000","26635800000","43071000000","4018552141.80431","18446744072251431697","True","18446744072251431697"
"main","384","2","4","repeat","A","","10","34463970000","32962450000","24415700000","51893600000","6966986310.02674","521725446","True","521725446"
"main","640","8","16","repeat","B","","10","37009710000","39538300000","25466800000","42976900000","5426541235.89787","18446744069991997871","True","18446744069991997871"
"main","768","16","4","repeat","A","","10","36278080000","35000050000","23815600000","47215600000","7989834186.61489","18446744072594158984","True","18446744072594158984"
"main","768","16","8","fused","A","","10","104139410000","107594500000","91171200000","113141000000","7994735328.75855","18446744072594158984","True","18446744072594158984"
"main","384","2","16","fused","B","","10","46048800000","43837400000","38562000000","57389100000","5967147410.27905","72529168","True","72529168"
"main","384","2","1","repeat","A","","10","37000260000","38020800000","18427100000","51738900000","9845949092.92141","521725446","True","521725446"
"main","640","2","16","fused","A","","10","56700580000","56438600000","46117500000","69250100000","6963101618.07222","1137017487","True","1137017487"
"main","512","8","1","repeat","B","","10","45769200000","46553950000","38080300000","55537600000","6261959176.48782","18446744072342836291","True","18446744072342836291"
"main","384","16","16","fused","B","","10","98343960000","99412600000","82087200000","114421000000","11484564631.1212","18446744059826859969","True","18446744059826859969"
"main","384","1","2","repeat","A","","10","33806960000","32909250000","23997200000","48913200000","5846496345.70997","169863235","True","169863235"
"main","512","8","16","repeat","B","","10","35090690000","37911900000","17239200000","42786100000","7392382216.91087","18446744070745722834","True","18446744070745722834"
"main","640","4","2","repeat","A","","10","37085960000","36390150000","21326900000","49582500000","7349181065.15277","2920336307","True","2920336307"
"main","512","2","8","repeat","A","","10","33697820000","30741450000","24953100000","51025600000","6989205667.57053","201861269","True","201861269"
"main","640","4","16","fused","A","","10","103832990000","102711000000","45948300000","138646000000","23371366381.8977","2920336307","True","2920336307"
"main","640","1","4","repeat","A","","10","36585350000","34679700000","27005100000","51044200000","8081758683.13946","158409371","True","158409371"
"main","384","16","1","repeat","A","","10","39509910000","40124300000","26112700000","53352700000","6387515028.46764","18446744058463905399","True","18446744058463905399"
"main","512","2","1","repeat","A","","10","37974100000","37311550000","31898900000","47153500000","4693169067.05906","201861269","True","201861269"
"main","768","16","4","fused","A","","10","110210550000","110276000000","76819500000","133974000000","15401339880.7539","18446744072594158984","True","18446744072594158984"
"main","512","8","4","repeat","A","","10","43562640000","42467100000","36578800000","55920600000","5284696891.44042","18446744072342836291","True","18446744072342836291"
"main","640","16","4","repeat","B","","10","41632860000","42747600000","20386300000","54262900000","8688525356.95212","9428267675","True","9428267675"
"main","512","8","4","repeat","B","","10","42531470000","42484650000","38017400000","47597500000","3138038519.53732","4597141022","True","4597141022"
"main","768","1","16","repeat","A","","10","36265850000","35934500000","27013700000","46804900000","6021955708.28116","18446744073656903484","True","18446744073656903484"
"main","512","16","8","fused","B","","10","112134600000","113959500000","100435000000","123522000000","7285182169.30778","18446744072221275363","True","18446744072221275363"
"main","768","1","16","fused","B","","10","27283976000","29750700000","8136360000","33544100000","6993703581.96457","18446744072675525801","True","18446744072675525801"
"main","384","16","8","fused","A","","10","105810070000","105569500000","91325800000","118210000000","7772930103.89904","18446744058463905399","True","18446744058463905399"
"main","768","1","16","fused","A","","10","42327160000","44757500000","23121100000","55062200000","10006374589.2506","18446744073656903484","True","18446744073656903484"
"main","640","8","8","fused","A","","10","97553180000","98674650000","85544600000","108135000000","7193203886.41946","4048733537","True","4048733537"
"main","640","2","8","repeat","B","","10","37648200000","37871300000","25811500000","48281800000","6748927524.28117","18446744073529038911","True","18446744073529038911"
"main","512","1","2","repeat","A","","10","31828784000","33489350000","1005540000","51290800000","13983249732.2155","81541731","True","81541731"
"main","384","16","4","repeat","B","","10","40132200000","39414550000","31107600000","53914200000","6396736923.15074","977067540","True","977067540"
"main","640","2","8","repeat","A","","10","37032570000","36753750000","21221900000","49279500000","6968588546.90819","1137017487","True","1137017487"
"main","640","8","4","repeat","A","","10","38469920000","40223100000","14960200000","47250400000","8465375834.75182","4048733537","True","4048733537"
"main","640","4","2","fused","A","","10","103937260000","99218400000","73205400000","143542000000","18045822725.9496","2920336307","True","2920336307"
"main","768","4","8","fused","B","","10","108409550000","106513500000","86694600000","141057000000","14438172892.6655","6345042905","True","6345042905"
"main","640","16","16","repeat","B","","10","38121180000","39246350000","27886700000","43368200000","4273416183.28943","18446744038591392343","True","18446744038591392343"
"main","768","8","4","repeat","B","","10","41820240000","41180800000","32322700000","49825600000","5085066903.43402","5514443761","True","5514443761"
"main","640","16","16","repeat","A","","10","37425910000","39768600000","24528000000","44464300000","6016392320.89298","18446744064341133394","True","18446744064341133394"
"main","512","4","4","fused","A","","10","109937670000","114130500000","69526700000","140985000000","27205978584.6439","1471357870","True","1471357870"
"main","384","8","16","repeat","B","","10","35898280000","37379100000","26682800000","40063700000","3963350833.01996","18446744070610013578","True","18446744070610013578"
"main","768","4","4","fused","A","","10","103866350000","100979000000","56691800000","139995000000","23581166344.0658","3595600930","True","3595600930"
"main","384","4","16","fused","A","","10","95508820000","92877950000","65135800000","134505000000","21797782595.521","1603313223","True","1603313223"
"main","512","16","16","fused","A","","10","106735330000","106413500000","93741800000","117809000000","7623473456.378","18446744061803098170","True","18446744061803098170"
"main","384","4","2","repeat","A","","10","39167215000","40260150000","5800250000","53727200000","13671555185.8238","1603313223","True","1603313223"
"main","512","2","2","repeat","B","","10","36037860000","36114050000","29618200000","51471700000","5921872360.69809","1102025959","True","1102025959"
"main","640","2","16","fused","B","","10","53646500000","51988150000","45118500000","63255900000","6382696640.13573","18446744073527213635","True","18446744073527213635"
"main","512","16","16","repeat","B","","10","34750280000","36595350000","24953300000","41347500000","5347507163.86617","18446744061171816081","True","18446744061171816081"
"main","384","1","16","repeat","B","","10","30632160000","29781950000","25016400000","38498200000","4041157624.04784","18446744073698793368","True","18446744073698793368"
"main","640","1","4","fused","A","","10","43275040000","42978200000","31671900000","54256600000","7037873454.41789","158409371","True","158409371"
"main","384","8","16","fused","B","","10","95063690000","96454850000","64072900000","126552000000","19096480025.6199","18446744070610013578","True","18446744070610013578"
"main","512","8","2","repeat","A","","10","42351210000","40865550000","34577900000","54672300000","6245392946.07633","18446744072342836291","True","18446744072342836291"
"main","384","8","8","repeat","A","","10","40974860000","40987750000","24855900000","51531000000","6618645170.15378","18446744072594251943","True","18446744072594251943"
"main","512","2","16","fused","B","","10","45409547000","51538700000","7392070000","66052000000","18581611949.0555","18446744073452478056","True","18446744073452478056"
"main","640","2","4","fused","A","","10","50018660000","50170800000","28867000000","69056300000","13491199237.2954","1137017487","True","1137017487"
"main","768","4","2","fused","B","","10","121976490000","127636500000","85329600000","142896000000","19245046847.0435","18446744068979287379","True","18446744068979287379"
"main","768","8","16","fused","B","","10","95227190000","101251000000","28509900000","133068000000","27934125946.9291","18446744066186286478","True","18446744066186286478"
"main","512","16","8","repeat","A","","10","34300550000","34652950000","19971600000","44050700000","7047494742.42443","18446744061803098170","True","18446744061803098170"
"control-C","512","1","16","repeat","C","","10","6728089000","6260930000","1030470000","13947800000","4902013540.04138","81541731","True","81541731"
"control-C","512","16","16","repeat","C","","10","27956810000","29020300000","14022200000","36954400000","7537957605.80411","18446744061803098170","True","18446744061803098170"
"control-C","768","16","16","fused","C","","10","58098190000","66837800000","24488700000","82237700000","19831587636.7199","18446744072594158984","True","18446744072594158984"
"control-C","768","8","16","fused","C","","10","42027730000","35503150000","20975700000","75592900000","16750331557.9752","5665126491","True","5665126491"
"control-C","512","8","16","fused","C","","10","38958938000","37870250000","7190080000","72947100000","20611741305.911","18446744072342836291","True","18446744072342836291"
"control-C","512","1","16","fused","C","","10","7031418000","4590770000","1709750000","20072600000","5811752962.63322","81541731","True","81541731"
"control-C","512","16","16","fused","C","","10","43206170000","41078750000","16273900000","70796200000","21514810694.08","18446744061803098170","True","18446744061803098170"
"control-C","768","1","16","fused","C","","10","8170195000","7629385000","1878550000","20425000000","5719249861.86169","18446744073656903484","True","18446744073656903484"
"control-C","768","8","16","repeat","C","","10","23056400000","24407350000","10341100000","31691300000","7272666222.6449","5665126491","True","5665126491"
"control-C","768","1","16","repeat","C","","10","6937854000","5849995000","2656210000","14113800000","4061130662.97601","18446744073656903484","True","18446744073656903484"
"control-C","768","16","16","repeat","C","","10","30071350000","34783850000","17085800000","39832700000","8553991816.01783","18446744072594158984","True","18446744072594158984"
"control-C","512","8","16","repeat","C","","10","21482876000","24371150000","7933050000","33658500000","8609064008.56005","18446744072342836291","True","18446744072342836291"
