probe,kernel_requested,kernel_used,avx2_supported,target_kib,m,K,depth,variant,iterations,repetitions,warmup,worker_count,logical_cpu_indices,rows_per_worker,all_affinity_succeeded,affinity_error,kernel_elapsed_seconds,wall_elapsed_seconds,mac_count,mac_per_second,checksum,batch_repeat,variant_order
int8_batch,avx2,avx2,true,768,1536,512,8,C,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.018554,0.50813,201326592,1.08508e+10,-836082368,2,1
int8_batch,avx2,avx2,true,768,1536,512,8,B,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0068083,0.015961,201326592,2.95708e+10,170746584,2,2
int8_batch,avx2,avx2,true,768,1536,512,8,A,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0034316,0.0043971,201326592,5.86684e+10,-836082368,2,3
int8_batch,avx2,avx2,true,768,1536,512,16,C,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0428755,0.981145,402653184,9.39122e+09,-1672164736,2,1
int8_batch,avx2,avx2,true,768,1536,512,16,B,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.013528,0.0141367,402653184,2.97644e+10,413074048,2,2
int8_batch,avx2,avx2,true,768,1536,512,16,A,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0065557,0.007433,402653184,6.14203e+10,-1672164736,2,3
int8_batch,avx2,avx2,true,384,768,512,1,A,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0001817,0.0001902,12582912,6.9251e+10,-26122688,3,1
int8_batch,avx2,avx2,true,384,768,512,1,B,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0001833,0.0001975,12582912,6.86465e+10,-26122688,3,2
int8_batch,avx2,avx2,true,384,768,512,1,C,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0005298,0.0585769,12582912,2.37503e+10,-26122688,3,3
int8_batch,avx2,avx2,true,384,768,512,4,A,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0006948,0.0007003,50331648,7.24405e+10,-104490752,3,1
int8_batch,avx2,avx2,true,384,768,512,4,B,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0009221,0.0009682,50331648,5.45837e+10,114620144,3,2
int8_batch,avx2,avx2,true,384,768,512,4,C,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0113497,0.245923,50331648,4.43462e+09,-104490752,3,3
int8_batch,avx2,avx2,true,384,768,512,8,A,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.001451,0.0015332,100663296,6.93751e+10,-208981504,3,1
int8_batch,avx2,avx2,true,384,768,512,8,B,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0031325,0.0033659,100663296,3.21351e+10,-63733224,3,2
int8_batch,avx2,avx2,true,384,768,512,8,C,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0113654,0.472484,100663296,8.857e+09,-208981504,3,3
int8_batch,avx2,avx2,true,384,768,512,16,A,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0037842,0.0038446,201326592,5.32019e+10,-417963008,3,1
int8_batch,avx2,avx2,true,384,768,512,16,B,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0053995,0.0061131,201326592,3.72862e+10,231055736,3,2
int8_batch,avx2,avx2,true,384,768,512,16,C,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.046427,0.994592,201326592,4.33641e+09,-417963008,3,3
int8_batch,avx2,avx2,true,512,1024,512,1,A,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0002463,0.0002542,16777216,6.8117e+10,-73765152,3,1
int8_batch,avx2,avx2,true,512,1024,512,1,B,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0002449,0.0019397,16777216,6.85064e+10,-73765152,3,2
int8_batch,avx2,avx2,true,512,1024,512,1,C,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0067994,0.0643945,16777216,2.46746e+09,-73765152,3,3
int8_batch,avx2,avx2,true,512,1024,512,4,A,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0009059,0.0009674,67108864,7.40798e+10,-295060608,3,1
int8_batch,avx2,avx2,true,512,1024,512,4,B,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0013578,0.0013956,67108864,4.94247e+10,224970440,3,2
int8_batch,avx2,avx2,true,512,1024,512,4,C,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0049882,0.232204,67108864,1.34535e+10,-295060608,3,3
int8_batch,avx2,avx2,true,512,1024,512,8,A,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0022703,0.0031684,134217728,5.91189e+10,-590121216,3,1
int8_batch,avx2,avx2,true,512,1024,512,8,B,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.003603,0.0038994,134217728,3.72517e+10,47237944,3,2
int8_batch,avx2,avx2,true,512,1024,512,8,C,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0225088,0.496244,134217728,5.9629e+09,-590121216,3,3
int8_batch,avx2,avx2,true,512,1024,512,16,A,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0048447,0.0052284,268435456,5.54081e+10,-1180242432,3,1
int8_batch,avx2,avx2,true,512,1024,512,16,B,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0112838,0.0119745,268435456,2.37895e+10,70947488,3,2
int8_batch,avx2,avx2,true,512,1024,512,16,C,1,8,2,4,"0,2,4,6","1917,731,740,708",true,0,0.0232835,0.937797,268435456,1.1529e+10,-1180242432,3,3
int8_batch,avx2,avx2,true,640,1280,512,1,A,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0002711,0.0002786,20971520,7.73571e+10,-98436040,3,1
int8_batch,avx2,avx2,true,640,1280,512,1,B,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0003838,0.0042839,20971520,5.46418e+10,-98436040,3,2
int8_batch,avx2,avx2,true,640,1280,512,1,C,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0007162,0.0576511,20971520,2.92817e+10,-98436040,3,3
int8_batch,avx2,avx2,true,640,1280,512,4,A,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.001448,0.0027354,83886080,5.79324e+10,-393744160,3,1
int8_batch,avx2,avx2,true,640,1280,512,4,B,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0013337,0.0013706,83886080,6.28973e+10,272599344,3,2
int8_batch,avx2,avx2,true,640,1280,512,4,C,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0074778,0.232073,83886080,1.1218e+10,-393744160,3,3
int8_batch,avx2,avx2,true,640,1280,512,8,A,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0020486,0.0020888,167772160,8.1896e+10,-787488320,3,1
int8_batch,avx2,avx2,true,640,1280,512,8,B,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0064097,0.0140532,167772160,2.61747e+10,95115408,3,2
int8_batch,avx2,avx2,true,640,1280,512,8,C,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0135093,0.475479,167772160,1.2419e+10,-787488320,3,3
int8_batch,avx2,avx2,true,640,1280,512,16,A,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0051577,0.0054199,335544320,6.5057e+10,-1574976640,3,1
int8_batch,avx2,avx2,true,640,1280,512,16,B,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0115228,0.0122575,335544320,2.912e+10,257141416,3,2
int8_batch,avx2,avx2,true,640,1280,512,16,C,1,8,2,4,"0,2,4,6","2396,914,925,885",true,0,0.0419233,1.0547,335544320,8.00377e+09,-1574976640,3,3
int8_batch,avx2,avx2,true,768,1536,512,1,A,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0011169,0.0020369,25165824,2.25319e+10,-104510296,3,1
int8_batch,avx2,avx2,true,768,1536,512,1,B,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0003279,0.0003402,25165824,7.67485e+10,-104510296,3,2
int8_batch,avx2,avx2,true,768,1536,512,1,C,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0038486,0.0645389,25165824,6.53896e+09,-104510296,3,3
int8_batch,avx2,avx2,true,768,1536,512,4,A,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0014651,0.0016172,100663296,6.87075e+10,-418041184,3,1
int8_batch,avx2,avx2,true,768,1536,512,4,B,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0055106,0.0056376,100663296,1.82672e+10,287382656,3,2
int8_batch,avx2,avx2,true,768,1536,512,4,C,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0175806,0.273354,100663296,5.72582e+09,-418041184,3,3
int8_batch,avx2,avx2,true,768,1536,512,8,A,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0046816,0.0077791,201326592,4.30038e+10,-836082368,3,1
int8_batch,avx2,avx2,true,768,1536,512,8,B,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0060109,0.0091053,201326592,3.34936e+10,170746584,3,2
int8_batch,avx2,avx2,true,768,1536,512,8,C,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0180976,0.498363,201326592,1.11245e+10,-836082368,3,3
int8_batch,avx2,avx2,true,768,1536,512,16,A,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0152847,0.0230221,402653184,2.63435e+10,-1672164736,3,1
int8_batch,avx2,avx2,true,768,1536,512,16,B,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0119708,0.0136269,402653184,3.36363e+10,413074048,3,2
int8_batch,avx2,avx2,true,768,1536,512,16,C,1,8,2,4,"0,2,4,6","2875,1097,1110,1062",true,0,0.0450444,0.97691,402653184,8.93903e+09,-1672164736,3,3
int8_batch,avx2,avx2,true,384,768,512,1,C,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0011306,0.0565443,12582912,1.11294e+10,-26122688,4,1
int8_batch,avx2,avx2,true,384,768,512,1,B,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0002621,0.000286,12582912,4.80081e+10,-26122688,4,2
int8_batch,avx2,avx2,true,384,768,512,1,A,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0001779,0.0001822,12582912,7.07303e+10,-26122688,4,3
int8_batch,avx2,avx2,true,384,768,512,4,C,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0083439,0.235945,50331648,6.03215e+09,-104490752,4,1
int8_batch,avx2,avx2,true,384,768,512,4,B,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0008606,0.0008959,50331648,5.84844e+10,114620144,4,2
int8_batch,avx2,avx2,true,384,768,512,4,A,1,8,2,4,"0,2,4,6","1437,549,555,531",true,0,0.0022269,0.0025262,50331648,2.26017e+10,-104490752,4,3
