probe,kernel_requested,kernel_used,avx2_supported,fma_supported,target_kib,actual_weight_bytes_per_block,allocated_weight_bytes,m,K,depth,variant,iterations,repetitions,warmup,logical_cpu_index,processor_group,group_processor_index,affinity_succeeded,affinity_error,eviction_bytes,elapsed_seconds,mac_count,mac_per_second,checksum
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,C,1,2,1,3,0,3,true,0,67108864,0.00053529999999999995,3354624,6266811133.9435835,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,A,1,2,1,3,0,3,true,0,0,0.0010857,6709248,6179651837.5241776,2543.335205078125
scalar_q4,avx2,avx2,true,true,1024,1048320,2096640,3276,512,2,B,1,2,1,3,0,3,true,0,0,0.0011945,6709248,5616783591.4608622,2627.178955078125
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,C,1,2,1,3,0,3,true,0,67108864,0.0052532000000000004,6709248,1277173532.3231554,2543.33544921875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,2,1,3,0,3,true,0,0,0.0021413999999999999,13418496,6266225833.5668259,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,2,1,3,0,3,true,0,0,0.0023995000000000002,13418496,5592205042.7172327,4776.06005859375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,C,1,2,1,3,0,3,true,0,67108864,0.0142866,13418496,939236487.33778501,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,2,1,3,0,3,true,0,0,0.0042703999999999997,26836992,6284421131.5099297,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,2,1,3,0,3,true,0,0,0.0043295,26836992,6198635408.2457561,10697.712890625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,C,1,2,1,3,0,3,true,0,67108864,0.0292001,26836992,919071920.98657203,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,2,1,3,0,3,true,0,0,0.0091372999999999992,53673984,5874162389.3272638,20346.6015625
scalar_q4,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,2,1,3,0,3,true,0,0,0.0088214999999999995,53673984,6084450943.7170553,20986.685546875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,C,1,2,1,3,0,3,true,0,67108864,0.081202300000000005,53673984,660990932.52284718,20346.6015625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,A,1,2,1,3,0,3,true,0,0,0.00070830000000000003,4194304,5921649018.7773542,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,B,1,2,1,3,0,3,true,0,0,0.00069399999999999996,4194304,6043665706.0518732,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,C,1,2,1,3,0,3,true,0,67108864,0.00068519999999999996,4194304,6121284296.5557508,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,A,1,2,1,3,0,3,true,0,0,0.0015328,8388608,5472734864.3006268,3643.71337890625
scalar_q4,avx2,avx2,true,true,1280,1310720,2621440,4096,512,2,B,1,2,1,3,0,3,true,0,0,0.0013506,8388608,6211023248.926403,3653.72900390625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,C,1,2,1,3,0,3,true,0,67108864,0.0052515000000000001,8388608,1597373702.7515948,3643.713623046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,2,1,3,0,3,true,0,0,0.0027174,16777216,6173995731.2136602,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,2,1,3,0,3,true,0,0,0.0026892000000000001,16777216,6238738658.3370514,6311.69873046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,C,1,2,1,3,0,3,true,0,67108864,0.013273999999999999,16777216,1263915624.5291548,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,2,1,3,0,3,true,0,0,0.0054215000000000001,33554432,6189141750.4380703,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,2,1,3,0,3,true,0,0,0.0054183,33554432,6192797002.7499399,13369.3076171875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,C,1,2,1,3,0,3,true,0,67108864,0.029845199999999999,33554432,1124282363.6631687,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,2,1,3,0,3,true,0,0,0.0107489,67108864,6243323875.0011625,29149.37890625
scalar_q4,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,2,1,3,0,3,true,0,0,0.0107303,67108864,6254146109.6148291,25772.818359375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,C,1,2,1,3,0,3,true,0,67108864,0.063181799999999996,67108864,1062154987.6705002,29149.37890625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,A,1,2,1,4,0,4,true,0,0,0.00026509999999999999,1677312,6327091663.5231991,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,B,1,2,1,4,0,4,true,0,0,0.00029,1677312,5783834482.7586203,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,C,1,2,1,4,0,4,true,0,67108864,0.00026499999999999999,1677312,6329479245.2830191,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,A,1,2,1,4,0,4,true,0,0,0.0005308,3354624,6319939713.6397886,1984.3802490234375
scalar_q4,avx2,avx2,true,true,512,524160,1048320,1638,512,2,B,1,2,1,4,0,4,true,0,0,0.00053280000000000005,3354624,6296216216.2162161,1352.0919189453125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,C,1,2,1,4,0,4,true,0,67108864,0.0038509,3354624,871127268.95011556,1984.3804931640625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,2,1,4,0,4,true,0,0,0.0011006,6709248,6095991277.4850082,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,2,1,4,0,4,true,0,0,0.0010671999999999999,6709248,6286776611.6941538,2610.9716796875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,C,1,2,1,4,0,4,true,0,67108864,0.0103859,6709248,645995821.25766659,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,2,1,4,0,4,true,0,0,0.0021473999999999998,13418496,6248717518.8600168,7937.49169921875
scalar_q4,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,2,1,4,0,4,true,0,0,0.0021318000000000001,13418496,6294444131.7196732,4906.61328125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,C,1,2,1,4,0,4,true,0,67108864,0.024590999999999998,13418496,545666951.32365501,7937.4921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,2,1,4,0,4,true,0,0,0.0042521,26836992,6311467745.3493567,15874.96484375
scalar_q4,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,2,1,4,0,4,true,0,0,0.0043051000000000001,26836992,6233767392.1627836,9914.1044921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,C,1,2,1,4,0,4,true,0,67108864,0.053217800000000003,26836992,504286009.56822717,15874.96484375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,A,1,2,1,4,0,4,true,0,0,0.00053209999999999998,3354624,6304499154.2943058,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,B,1,2,1,4,0,4,true,0,0,0.00053709999999999999,3354624,6245808974.1202755,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,C,1,2,1,4,0,4,true,0,67108864,0.00053450000000000004,3354624,6276190832.5537882,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,A,1,2,1,4,0,4,true,0,0,0.0010727,6709248,6254542742.6121006,2543.335205078125
scalar_q4,avx2,avx2,true,true,1024,1048320,2096640,3276,512,2,B,1,2,1,4,0,4,true,0,0,0.0010968,6709248,6117111597.3741798,2627.178955078125
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,C,1,2,1,4,0,4,true,0,67108864,0.0044653000000000002,6709248,1502530177.1437528,2543.33544921875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,2,1,4,0,4,true,0,0,0.0023988999999999998,13418496,5593603735.0452299,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,2,1,4,0,4,true,0,0,0.0022991999999999999,13418496,5836158663.88309,4776.06005859375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,C,1,2,1,4,0,4,true,0,67108864,0.012217499999999999,13418496,1098301289.1344383,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,2,1,4,0,4,true,0,0,0.0042951999999999999,26836992,6248135593.2203388,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,2,1,4,0,4,true,0,0,0.0044381999999999998,26836992,6046818980.6678391,10697.712890625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,C,1,2,1,4,0,4,true,0,67108864,0.026418299999999999,26836992,1015848559.5212409,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,2,1,4,0,4,true,0,0,0.0085211999999999996,53673984,6298876214.6176596,20346.6015625
scalar_q4,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,2,1,4,0,4,true,0,0,0.0085425999999999992,53673984,6283096949.4065046,20986.685546875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,C,1,2,1,4,0,4,true,0,67108864,0.056676299999999999,53673984,947026958.35825562,20346.6015625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,A,1,2,1,4,0,4,true,0,0,0.00069059999999999998,4194304,6073420214.3064003,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,B,1,2,1,4,0,4,true,0,0,0.00066969999999999996,4194304,6262959534.1197557,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,C,1,2,1,4,0,4,true,0,67108864,0.00067949999999999998,4194304,6172632818.2487125,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,A,1,2,1,4,0,4,true,0,0,0.0013508999999999999,8388608,6209643941.0763197,3643.71337890625
scalar_q4,avx2,avx2,true,true,1280,1310720,2621440,4096,512,2,B,1,2,1,4,0,4,true,0,0,0.0013370000000000001,8388608,6274201944.6522064,3653.72900390625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,C,1,2,1,4,0,4,true,0,67108864,0.0051517999999999998,8388608,1628286812.3762569,3643.713623046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,2,1,4,0,4,true,0,0,0.0027041999999999999,16777216,6204132830.411952,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,2,1,4,0,4,true,0,0,0.0026735999999999999,16777216,6275140634.350688,6311.69873046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,C,1,2,1,4,0,4,true,0,67108864,0.0123923,16777216,1353841982.5214045,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,2,1,4,0,4,true,0,0,0.0053594999999999997,33554432,6260739248.0641851,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,2,1,4,0,4,true,0,0,0.0053328000000000004,33554432,6292085208.5208521,13369.3076171875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,C,1,2,1,4,0,4,true,0,67108864,0.028483700000000001,33554432,1178022237.2795668,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,2,1,4,0,4,true,0,0,0.0109046,67108864,6154179337.1604643,29149.37890625
scalar_q4,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,2,1,4,0,4,true,0,0,0.0107829,67108864,6223637796.8821001,25772.818359375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,C,1,2,1,4,0,4,true,0,67108864,0.058933899999999997,67108864,1138714118.699085,29149.37890625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,A,1,2,1,5,0,5,true,0,0,0.00045350000000000002,1677312,3698593164.2778387,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,B,1,2,1,5,0,5,true,0,0,0.00026580000000000001,1677312,6310428893.9051914,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,C,1,2,1,5,0,5,true,0,67108864,0.00029589999999999998,1677312,5668509631.632309,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,A,1,2,1,5,0,5,true,0,0,0.0005306,3354624,6322321899.7361479,1984.3802490234375
scalar_q4,avx2,avx2,true,true,512,524160,1048320,1638,512,2,B,1,2,1,5,0,5,true,0,0,0.0005329,3354624,6295034715.7065115,1352.0919189453125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,C,1,2,1,5,0,5,true,0,67108864,0.0037669000000000001,3354624,890552974.5944941,1984.3804931640625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,2,1,5,0,5,true,0,0,0.0010683999999999999,6709248,6279715462.3736429,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,2,1,5,0,5,true,0,0,0.0010679000000000001,6709248,6282655679.3707266,2610.9716796875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,C,1,2,1,5,0,5,true,0,67108864,0.012002199999999999,6709248,559001516.3886621,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,2,1,5,0,5,true,0,0,0.0021346999999999998,13418496,6285893099.7329845,7937.49169921875
scalar_q4,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,2,1,5,0,5,true,0,0,0.0021435,13418496,6260086773.9678097,4906.61328125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,C,1,2,1,5,0,5,true,0,67108864,0.0269771,13418496,497403204.94048655,7937.4921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,2,1,5,0,5,true,0,0,0.0042694999999999999,26836992,6285745871.8819532,15874.96484375
scalar_q4,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,2,1,5,0,5,true,0,0,0.0043003,26836992,6240725530.7769222,9914.1044921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,C,1,2,1,5,0,5,true,0,67108864,0.053071800000000002,26836992,505673295.42242771,15874.96484375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,A,1,2,1,5,0,5,true,0,0,0.00056179999999999999,3354624,5971206835.1726589,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,B,1,2,1,5,0,5,true,0,0,0.00053359999999999996,3354624,6286776611.6941538,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,C,1,2,1,5,0,5,true,0,67108864,0.00053280000000000005,3354624,6296216216.2162161,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,A,1,2,1,5,0,5,true,0,0,0.001073,6709248,6252794035.4147253,2543.335205078125
scalar_q4,avx2,avx2,true,true,1024,1048320,2096640,3276,512,2,B,1,2,1,5,0,5,true,0,0,0.0010738,6709248,6248135593.2203388,2627.178955078125
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,C,1,2,1,5,0,5,true,0,67108864,0.0052962,6709248,1266804123.7113402,2543.33544921875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,2,1,5,0,5,true,0,0,0.0022423,13418496,5984255451.9912586,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,2,1,5,0,5,true,0,0,0.0021378999999999999,13418496,6276484400.5800085,4776.06005859375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,C,1,2,1,5,0,5,true,0,67108864,0.0114392,13418496,1173027484.4394712,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,2,1,5,0,5,true,0,0,0.0042496000000000001,26836992,6315180722.8915663,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,2,1,5,0,5,true,0,0,0.0043356000000000002,26836992,6189914198.726819,10697.712890625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,C,1,2,1,5,0,5,true,0,67108864,0.026724100000000001,26836992,1004224351.8023058,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,2,1,5,0,5,true,0,0,0.0088655000000000001,53673984,6054253454.4018946,20346.6015625
scalar_q4,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,2,1,5,0,5,true,0,0,0.0087776,53673984,6114881516.587678,20986.685546875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,C,1,2,1,5,0,5,true,0,67108864,0.057027399999999999,53673984,941196407.34103262,20346.6015625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,A,1,2,1,5,0,5,true,0,0,0.00067089999999999999,4194304,6251757340.8853779,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,B,1,2,1,5,0,5,true,0,0,0.00073340000000000005,4194304,5718985546.7684755,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,C,1,2,1,5,0,5,true,0,67108864,0.00066969999999999996,4194304,6262959534.1197557,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,A,1,2,1,5,0,5,true,0,0,0.0013422,8388608,6249894203.5464163,3643.71337890625
scalar_q4,avx2,avx2,true,true,1280,1310720,2621440,4096,512,2,B,1,2,1,5,0,5,true,0,0,0.0013411,8388608,6255020505.5551414,3653.72900390625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,C,1,2,1,5,0,5,true,0,67108864,0.0044961000000000003,8388608,1865752096.261204,3643.713623046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,2,1,5,0,5,true,0,0,0.0026719000000000001,16777216,6279133201.0928555,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,2,1,5,0,5,true,0,0,0.0027591999999999998,16777216,6080463902.5804586,6311.69873046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,C,1,2,1,5,0,5,true,0,67108864,0.01405,16777216,1194107900.3558719,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,2,1,5,0,5,true,0,0,0.0053387,33554432,6285131586.3412437,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,2,1,5,0,5,true,0,0,0.0054470999999999999,33554432,6160054340.8419161,13369.3076171875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,C,1,2,1,5,0,5,true,0,67108864,0.029009900000000002,33554432,1156654521.3875263,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,2,1,5,0,5,true,0,0,0.010657099999999999,67108864,6297103714.8942966,29149.37890625
scalar_q4,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,2,1,5,0,5,true,0,0,0.0106608,67108864,6294918205.0127573,25772.818359375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,C,1,2,1,5,0,5,true,0,67108864,0.073463500000000001,67108864,913499411.27226448,29149.37890625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,A,1,2,1,6,0,6,true,0,0,0.00042059999999999998,1677312,3987902995.7203999,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,B,1,2,1,6,0,6,true,0,0,0.00029980000000000002,1677312,5594769846.5643759,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,1,C,1,2,1,6,0,6,true,0,67108864,0.00027300000000000002,1677312,6143999999.999999,992.19049072265625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,A,1,2,1,6,0,6,true,0,0,0.00066120000000000003,3354624,5073539019.9637022,1984.3802490234375
scalar_q4,avx2,avx2,true,true,512,524160,1048320,1638,512,2,B,1,2,1,6,0,6,true,0,0,0.00057850000000000002,3354624,5798831460.6741571,1352.0919189453125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,2,C,1,2,1,6,0,6,true,0,67108864,0.0047980999999999996,3354624,699156749.54669559,1984.3804931640625
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,2,1,6,0,6,true,0,0,0.0010682000000000001,6709248,6280891218.8728695,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,2,1,6,0,6,true,0,0,0.0011203999999999999,6709248,5988261335.2374153,2610.9716796875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,4,C,1,2,1,6,0,6,true,0,67108864,0.0104662,6709248,641039536.7946341,3968.751953125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,2,1,6,0,6,true,0,0,0.0021540999999999999,13418496,6229281834.6409178,7937.49169921875
scalar_q4,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,2,1,6,0,6,true,0,0,0.002199,13418496,6102090040.9276943,4906.61328125
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,8,C,1,2,1,6,0,6,true,0,67108864,0.024714699999999999,13418496,542935823.6191417,7937.4921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,2,1,6,0,6,true,0,0,0.0042655999999999996,26836992,6291492873.2183056,15874.96484375
scalar_q4,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,2,1,6,0,6,true,0,0,0.0046220000000000002,26836992,5806359151.8823013,9914.1044921875
scalar_q4,avx2,avx2,true,true,512,524160,524160,1638,512,16,C,1,2,1,6,0,6,true,0,67108864,0.052339900000000002,26836992,512744426.33631319,15874.96484375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,A,1,2,1,6,0,6,true,0,0,0.00055809999999999996,3354624,6010793764.5583229,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,B,1,2,1,6,0,6,true,0,0,0.00053560000000000001,3354624,6263300970.873786,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,1,C,1,2,1,6,0,6,true,0,67108864,0.00053300000000000005,3354624,6293853658.5365849,1271.6666259765625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,A,1,2,1,6,0,6,true,0,0,0.0010640999999999999,6709248,6305091626.7268124,2543.335205078125
scalar_q4,avx2,avx2,true,true,1024,1048320,2096640,3276,512,2,B,1,2,1,6,0,6,true,0,0,0.0010862999999999999,6709248,6176238608.1193047,2627.178955078125
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,2,C,1,2,1,6,0,6,true,0,67108864,0.0051634999999999997,6709248,1299360511.2811079,2543.33544921875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,2,1,6,0,6,true,0,0,0.0021297,13418496,6300650795.8867445,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,2,1,6,0,6,true,0,0,0.0021427999999999998,13418496,6262131790.1810722,4776.06005859375
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,C,1,2,1,6,0,6,true,0,67108864,0.0118987,13418496,1127727903.0482321,5086.66650390625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,2,1,6,0,6,true,0,0,0.0042433999999999996,26836992,6324407786.2091722,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,2,1,6,0,6,true,0,0,0.0042545999999999999,26836992,6307759131.293189,10697.712890625
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,C,1,2,1,6,0,6,true,0,67108864,0.028719499999999999,26836992,934451922.90952146,10173.341796875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,2,1,6,0,6,true,0,0,0.0085223,53673984,6298063198.9017048,20346.6015625
scalar_q4,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,2,1,6,0,6,true,0,0,0.0085584000000000007,53673984,6271497476.1637688,20986.685546875
scalar_q4,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,C,1,2,1,6,0,6,true,0,67108864,0.058849600000000002,53673984,912053505.88619125,20346.6015625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,A,1,2,1,6,0,6,true,0,0,0.00072110000000000002,4194304,5816535848.009985,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,B,1,2,1,6,0,6,true,0,0,0.00067330000000000005,4194304,6229472746.1755524,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,1,C,1,2,1,6,0,6,true,0,67108864,0.00066430000000000005,4194304,6313870239.3496914,1821.859375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,A,1,2,1,6,0,6,true,0,0,0.0013408000000000001,8388608,6256420047.7326965,3643.71337890625
scalar_q4,avx2,avx2,true,true,1280,1310720,2621440,4096,512,2,B,1,2,1,6,0,6,true,0,0,0.0013427999999999999,8388608,6247101578.7905874,3653.72900390625
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,2,C,1,2,1,6,0,6,true,0,67108864,0.0050396,8388608,1664538455.4329708,3643.713623046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,2,1,6,0,6,true,0,0,0.0026600999999999999,16777216,6306986955.3776178,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,2,1,6,0,6,true,0,0,0.0026949000000000001,16777216,6225543062.8223677,6311.69873046875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,C,1,2,1,6,0,6,true,0,67108864,0.014818899999999999,16777216,1132149889.6679242,7287.4404296875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,2,1,6,0,6,true,0,0,0.0056725999999999999,33554432,5915176814.8644361,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,2,1,6,0,6,true,0,0,0.005738,33554432,5847757406.7619381,13369.3076171875
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,C,1,2,1,6,0,6,true,0,67108864,0.0286947,33554432,1169359916.6396582,14574.83984375
scalar_q4,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,2,1,6,0,6,true,0,0,0.010652200000000001,67108864,6300000375.509284,29149.37890625
