"record_type","D","target_kib","phase","static_variant","static_control","recurrent_artifact","static_control_max_G8","recurrent_G8_max","control_minus_recurrent_G8","control_over_recurrent_G8","static_control_max_G16","recurrent_G16_max","control_minus_recurrent_G16","control_over_recurrent_G16","static_control_max_F4","recurrent_F4_max","control_minus_recurrent_F4","control_over_recurrent_F4","static_control_max_F8","recurrent_F8_max","control_minus_recurrent_F8","control_over_recurrent_F8","static_control_max_F16","recurrent_F16_max","control_minus_recurrent_F16","control_over_recurrent_F16","interpretation"
"max_normalized_comparison","512","512","pre-vectorization","A","small fixed-activation/state non-recurrent T0-M; no Norm/Requantize/residual","D:\Install\Dev\Projects\IA\Ejercise\cpu-native-arch\sweep-output\t0m-recurrence-vectorization-comparison-exact\comparison-pre-post.csv","3.22641124569802","1.29919075577135","1.92722048992667","2.48340071030019","3.70380509619294","1.03606117250204","2.6677439236909","3.57489035830618","2.05564825253664","1.08458743966628","0.97106081287036","1.89532736352649","2.28677644637926","1.08056445350753","1.20621199287173","2.11627954163803","2.88004742647157","1.42139449972605","1.45865292674552","2.02621258702398","Static control max normalized scaling is compared directly with recurrent pre-vectorization max over R; raw MAC/s remains separate."
"max_normalized_comparison","512","512","post-vectorization","A","small fixed-activation/state non-recurrent T0-M; no Norm/Requantize/residual","D:\Install\Dev\Projects\IA\Ejercise\cpu-native-arch\sweep-output\t0m-recurrence-vectorization-comparison-exact\comparison-pre-post.csv","3.22641124569802","1.00353058944881","2.22288065624921","3.21506018812055","3.70380509619294","1.40660346884132","2.29720162735162","2.633155098959","2.05564825253664","1.32810657064979","0.72754168188685","1.54780369133397","2.28677644637926","1.07825632787373","1.20852011850553","2.12080966952327","2.88004742647157","1.4649417677929","1.41510565867867","1.96598082585268","Static control max normalized scaling is compared directly with recurrent post-vectorization max over R; raw MAC/s remains separate."
