"record_type","D","S","R","component","mode","rows_per_worker","A_median_mac_per_second","Bclone_median_mac_per_second","A_over_Bclone","Bclone_over_A","expected_A_over_Bclone_min","expected_A_over_Bclone_max","ratio_pass","static_T0R_reference_target512_depth16_A_over_B","static_reference_note","checksum_proof"
"bridge1_residency","1472","1","16","gemv-only","fused","457,297,347,371","3190228858.62754","3701484674.34233","0.861878175733464","1.1602567835634","2.5","2.9","False","2.68760076600249","Descriptive accepted static T0-R reference only; workload differs: Bridge 1 uses D=1472, S=1, R=16, fused AVX2 GEMV-only, calibrated rows, frozen X, no transition.","A==Bclone per-round output checksums and final checksums for all 10 paired runs; dedicated self-test compared every output cell for all 16 rounds."
