"record_type","D","S","R","mode","S_tile","rows_per_worker","A_median_mac_per_second","Bclone_median_mac_per_second","B_real_median_mac_per_second","A_over_Bclone","A_over_B_real","B_real_over_Bclone","A_checksum","Bclone_checksum","B_real_checksum","checksum_equality_all_A_Bclone_pairs","checksum_distinct_all_B_real_pairs","checksum_equality_deterministic","speed_rows","aggregate_rows"
"literal_fused_threeway","1472","1","16","fused","8","457,297,347,371","31991400000","28054100000","24549250000","1.14034668729348","1.3031518274489","0.875068171853668","37367653","37367653","18446744073696714746","True","True","True","30","3"
