"run","order_index","metric","native_mode","D","S","R","rows_per_worker","mode","kernel","elapsed_seconds","mac_total","mac_per_second","final_checksum","per_round_checksums","per_round_finite","per_round_overflow","per_round_clipped_cells","per_round_clipping_rates","clipped_cells","clipping_rate","all_rounds_valid","worker_count","cpus","affinity","affinity_errors","affinity_succeeded","timed_repetitions","warmup","timed_repetitions_exact"
"8","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0042273","16777216","3968778179.92572","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0045179","16777216","3713498749.41898","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0035224","16777216","4763007040.6541","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0057868","16777216","2899221676.91989","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0027926","16777216","6007740456.92186","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0037473","16777216","4477147813.09209","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0088055","33554432","3810621997.61513","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0081466","33554432","4118826504.30855","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0077774","33554432","4314350811.32512","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0150069","33554432","2235933603.87555","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0103422","33554432","3244419175.80399","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0220435","33554432","1522191666.47765","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0095102","33554432","3528257239.59538","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0066948","33554432","5012014100.49591","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0070159","33554432","4782626890.34906","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0067619","33554432","4962278649.49201","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0115149","33554432","2914001163.70963","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0073544","33554432","4562497552.48559","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0065215","33554432","5145201564.05735","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0063005","33554432","5325677644.63138","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.008011","33554432","4188544750.96742","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.007843","33554432","4278264949.63662","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0391286","33554432","857542360.319562","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0066072","33554432","5078464705.17012","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0072344","33554432","4638177595.93055","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0088953","33554432","3772152934.69585","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0156031","67108864","4300995571.39286","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0305653","67108864","2195589900.96613","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0142191","67108864","4719628105.85761","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.016719","67108864","4013928105.74795","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0160382","67108864","4184313950.44332","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0149542","67108864","4487626486.20455","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0149747","67108864","4481483034.71856","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0174115","67108864","3854283892.82945","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0183058","67108864","3665989140.05397","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0162947","67108864","4118447347.91067","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0166609","67108864","4027925502.22377","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0160446","67108864","4182644877.40424","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0296757","67108864","2261407953.3086","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0144705","67108864","4637632701.0124","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0475107","67108864","1412500005.26197","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0194656","67108864","3447562058.19497","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0140569","67108864","4774087031.99141","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0139695","67108864","4803956047.10262","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0157256","67108864","4267491478.86249","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0362203","67108864","1852797022.66409","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","1","F(S)","repeat","512","4","1","128,128,128,128","repeat","avx2_repeat","0.0006141","8388608","13660003256.7986","5494975376828880146","5494975376828880146","true","false","0","0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","2","G(S)","fused","512","4","1","128,128,128,128","fused","avx2_fused","0.0012623","8388608","6645494731.83871","5494975376828880146","5494975376828880146","true","false","0","0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","1","G(S)","fused","512","4","1","128,128,128,128","fused","avx2_fused","0.0006722","8388608","12479333531.687","5494975376828880146","5494975376828880146","true","false","0","0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
