"record_type","campaign","D","S","R","mode","A_median_mac_per_second","B_median_mac_per_second","B_over_A","A_over_B","t0r_static_reference_path","t0r_static_reference_B_over_A","t0r_static_reference_A_over_B","t0r_reference_comparison","recent_static_control_path","recent_static_control_A_fused_median_mac_per_second","recurrence_A_over_recent_static_control","recent_static_control_comparison"
"residency_ab","T0-M recurrence real GEMV+Norm/Requantize/residual+depth barrier","512","1","16","fused","2766423980.6844","2940514873.70689","1.06292993924215","0.940795778800798","D:\Install\Dev\Projects\IA\Ejercise\cpu-native-arch\sweep-output\t0r-int8-sharded\t0r_int8_sharded.summary.txt","0.372079072401587","2.687600766002487","Descriptive ratio only; T0-R static sharded campaign is not equivalent workload","D:\Install\Dev\Projects\IA\Ejercise\cpu-native-arch\sweep-output\t0m-small-static-control-d512\aggregate.csv","38644050000","0.07158732018730965","Descriptive only; static T0-M uses fixed activation/state and no Norm/Requantize/residual, so not equivalent"
