"run","order_index","D","S","R","component","mode","elapsed_seconds","elapsed_per_timed_step","qpc_ticks_per_timed_step","tsc_cycles_per_timed_step","tsc_supported","mac_total","mac_per_second","checksum_kind","validation_invariant","final_checksum","per_round_checksums","per_round_finite","per_round_overflow","all_rounds_valid","worker_count","cpus","affinity","affinity_errors","affinity_succeeded","timed_repetitions","warmup","timed_repetitions_exact"
"3","3","512","16","1","full","fused","0.0056059","0.0007007375","7007.375","1398842.375","true","33554432","5985556645.67688","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","512","16","1","full","fused","0.00537","0.00067125","6712.5","1339962.5","true","33554432","6248497579.14339","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","512","16","1","gemv-only","fused","0.004891","0.000611375","6113.75","1220427.625","true","33554432","6860444080.96504","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","3","512","16","1","transition-only","fused","0.0010701","0.0001337625","1337.625","266992.5","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","512","16","1","transition-only","fused","0.0260502","0.003256275","32562.75","6500382.125","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","512","16","1","gemv-only","fused","0.0053724","0.00067155","6715.5","1340635","true","33554432","6245706202.06984","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","3","512","16","1","full","fused","0.0053986","0.000674825","6748.25","1347122.375","true","33554432","6215395102.43396","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","512","16","1","full","fused","0.0058073","0.0007259125","7259.125","1449104.875","true","33554432","5777974618.15301","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","512","16","1","gemv-only","fused","0.0047205","0.0005900625","5900.625","1177889.875","true","33554432","7108236839.31787","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","3","512","16","1","transition-only","fused","0.0006028","7.535E-05","753.5","150427.5","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","512","16","1","transition-only","fused","0.0005176","6.47E-05","647","129125","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","512","16","1","gemv-only","fused","0.0055319","0.0006914875","6914.875","1380392.5","true","33554432","6065625192.06782","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","3","512","16","1","full","fused","0.0060812","0.00076015","7601.5","1517472.5","true","33554432","5517732026.5737","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","512","16","1","full","fused","0.0061325","0.0007665625","7665.625","1530200","true","33554432","5471574724.82674","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","512","16","1","gemv-only","fused","0.0055111","0.0006888875","6888.875","1375222.5","true","33554432","6088518081.68968","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","3","512","16","1","transition-only","fused","0.0005173","6.46625E-05","646.625","129100","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","512","16","1","transition-only","fused","0.0007187","8.98375E-05","898.375","179357.625","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","512","16","1","gemv-only","fused","0.0057285","0.0007160625","7160.625","1429460","true","33554432","5857455180.23915","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","3","512","16","1","full","fused","0.0061894","0.000773675","7736.75","1544462.5","true","33554432","5421273790.67438","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","512","16","1","full","fused","0.0061764","0.00077205","7720.5","1541217.5","true","33554432","5432684411.63137","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","512","16","1","gemv-only","fused","0.0053069","0.0006633625","6633.625","1324267.375","true","33554432","6322793344.51375","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","3","512","16","1","transition-only","fused","0.0007486","9.3575E-05","935.75","186822.5","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
