"run","order_index","D","S","R","component","mode","elapsed_seconds","elapsed_per_timed_step","qpc_ticks_per_timed_step","tsc_cycles_per_timed_step","tsc_supported","mac_total","mac_per_second","checksum_kind","validation_invariant","final_checksum","per_round_checksums","per_round_finite","per_round_overflow","all_rounds_valid","worker_count","cpus","affinity","affinity_errors","affinity_succeeded","timed_repetitions","warmup","timed_repetitions_exact"
"4","3","512","16","1","transition-only","fused","0.0006491","8.11375E-05","811.375","161922.375","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","512","16","1","transition-only","fused","0.0006345","7.93125E-05","793.125","158344.75","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","512","16","1","gemv-only","fused","0.0334322","0.004179025","41790.25","8342400.25","true","33554432","1003656115.96006","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","3","512","16","1","full","fused","0.0059426","0.000742825","7428.25","1482842.5","true","33554432","5646422777.90866","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","512","16","1","full","fused","0.0059826","0.000747825","7478.25","1492852.5","true","33554432","5608670477.71872","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","512","16","1","gemv-only","fused","0.0049083","0.0006135375","6135.375","1224789.875","true","33554432","6836263472.07791","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","3","512","16","1","transition-only","fused","0.0008631","0.0001078875","1078.875","215380","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","512","16","1","transition-only","fused","0.0014119","0.0001764875","1764.875","352367.375","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","512","16","1","gemv-only","fused","0.0046824","0.0005853","5853","1168395.125","true","33554432","7166075516.82898","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","3","512","16","1","full","fused","0.0060087","0.0007510875","7510.875","1499350","true","33554432","5584308086.60775","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","512","16","1","full","fused","0.0059366","0.000742075","7420.75","1481380","true","33554432","5652129501.735","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","512","16","1","gemv-only","fused","0.0048826","0.000610325","6103.25","1218382.25","true","33554432","6872246753.77873","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","3","512","16","1","transition-only","fused","0.0009796","0.00012245","1224.5","244445","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","512","16","1","transition-only","fused","0.0006266","7.8325E-05","783.25","156350.375","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","512","16","1","gemv-only","fused","0.0048893","0.0006111625","6111.625","1220039.625","true","33554432","6862829443.88767","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","3","512","16","1","full","fused","0.0168543","0.0021067875","21067.875","4205680.125","true","33554432","1990852898.07349","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","512","16","1","full","fused","0.0058981","0.0007372625","7372.625","1471794.875","true","33554432","5689023922.95824","state","state checksum; actual GEMV followed by apply_transition","3144505421455985126","3144505421455985126","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","512","16","1","gemv-only","fused","0.0051201","0.0006400125","6400.125","1277600","true","33554432","6553472002.49995","output","output checksum; GEMV output is deterministic and state remains frozen","990135718269287460","990135718269287460","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","3","512","16","1","transition-only","fused","0.0006247","7.80875E-05","780.875","155862.75","true","0","0","state","state checksum; apply_transition uses deterministic synthetic output","15721343852480694635","15721343852480694635","true","false","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
