"target_kib","variant","n","numerator_mode","denominator_mode","throughput_ratio_mean","throughput_ratio_median","throughput_ratio_min","throughput_ratio_max","throughput_ratio_population_sd","elapsed_ratio_mean","elapsed_ratio_median","elapsed_ratio_min","elapsed_ratio_max","elapsed_ratio_population_sd"
"512","A","10","legacy","repeat","0.861836465264242","0.529890412723903","0.29846093323485","2.93777160204271","0.773119742119741","1.80624242301318","1.91609313635206","0.340394814378315","3.35052015182308","0.875804693006345"
"512","A","10","legacy","fused","0.428130974244801","0.367445675583655","0.193304179622908","0.928935444961561","0.200785468685403","2.76659640773773","2.72597938903739","1.07650018635855","5.17318852000974","1.05962334092588"
"512","A","10","repeat","legacy","1.80624313568582","1.91609400475463","0.340394058988341","3.35052225817819","0.875805300861911","0.861836086692181","0.529890782199687","0.298461120866824","2.93776508266251","0.773117977476044"
"512","A","10","repeat","fused","0.641248601454898","0.663687693945483","0.279311859938487","1.10157527624035","0.236037892184796","1.84280843051094","1.50760930947758","0.907789532815279","3.58022650243862","0.83526197289868"
"512","A","10","fused","legacy","2.76659856486726","2.72597814648755","1.07650106950261","5.17319388515431","1.0596243740903","0.428131255506667","0.367445430108747","0.193304380099822","0.928936207045789","0.200785511679908"
"512","A","10","fused","repeat","1.84280966620173","1.50761091440996","0.907790889618528","3.58022749273959","0.835263323345767","0.641248906919876","0.663688422016314","0.279311937196952","1.10157692268025","0.236038007944866"
"512","B","10","legacy","repeat","1.04804917142747","1.06206528852309","0.255449354734326","1.53822385531245","0.356581337624091","1.22842608196567","0.941566616023502","0.650101172855698","3.91466900782647","0.92216919303039"
"512","B","10","legacy","fused","1.19712530251196","1.02036611358185","0.900352983663341","2.49720556653773","0.449971908069827","0.906225672581605","0.980044328168362","0.400448118893317","1.11067834495726","0.195116847646739"
"512","B","10","repeat","legacy","1.22842619732529","0.941564647035538","0.650100436647355","3.91467029165146","0.92216959843852","1.0480491975335","1.06206306524014","0.255449438509548","1.53822211334784","0.356581449425685"
"512","B","10","repeat","fused","1.47178127888595","0.959661560719983","0.73020394455639","3.85965878264046","1.14397802649514","0.951250017191872","1.04232110011703","0.259090253428609","1.3694832530047","0.361389957199368"
"512","B","10","fused","legacy","0.906225873535505","0.980045619275932","0.400447609680151","1.11067549965927","0.195116625476226","1.19712545777814","1.02036745388647","0.900350677169707","2.49720239107032","0.449971093228834"
"512","B","10","fused","repeat","0.951250378124462","1.04232340539135","0.259090260646275","1.36948041359529","0.361390073822821","1.47178088706872","0.959663675663322","0.73020243059268","3.85965889016178","1.14397629067384"
"768","A","10","legacy","repeat","0.934082540928894","0.584170751675223","0.092135046574132","4.38151268129641","1.17761648512233","2.77110427982522","1.71563518812873","0.228231507557906","10.8536429067705","3.010591595486"
"768","A","10","legacy","fused","0.459978611237494","0.487314062155896","0.0673430175295074","1.12799452429843","0.276207653777348","4.00326446889452","2.05328622251999","0.886532764336601","14.849385359371","4.19108051690424"
"768","A","10","repeat","legacy","2.77110431966683","1.71563342415253","0.228231679955818","10.8536331958697","3.01058885197403","0.934083429366973","0.584170177984522","0.0921349641396627","4.38151599093427","1.17761746806806"
"768","A","10","repeat","fused","0.799149238268171","0.771905940270853","0.0710706439255511","2.02636448906127","0.467994245400718","2.58253916033382","1.29908241271408","0.493495920622605","14.0705183747502","3.84864480992884"
"768","A","10","fused","legacy","4.00326273147776","2.05329153352828","0.886529126213592","14.8493494453502","4.19107103984627","0.459978608421777","0.48731533787091","0.0673428546568719","1.12798989527286","0.27620663240573"
"768","A","10","fused","repeat","2.58253783074413","1.29908335870431","0.493494633072285","14.0705071006186","3.84864149482959","0.799148757449212","0.771906482084955","0.0710705869795473","2.0263592021964","0.467992922323244"
"768","B","10","legacy","repeat","1.49858129983381","1.18519835113286","0.18743740800536","5.80688162392598","1.49886554900293","1.57180131282608","0.843744767285961","0.172209635779285","5.33510564165459","1.70900444944894"
"768","B","10","legacy","fused","1.00280617280736","0.965486128912093","0.209715656573423","1.77158415230466","0.465411672075687","1.58919251364634","1.03574974055579","0.564466365374587","4.76835806915263","1.43818536763631"
"768","B","10","repeat","legacy","1.57180230873467","0.843744831772733","0.17220946882742","5.33511432238437","1.7090069837903","1.49858038606005","1.18519844757643","0.187437712984043","5.80687599433557","1.49886388333844"
"768","B","10","repeat","fused","0.928073739086355","0.931800619035685","0.163952588841824","1.30323129014728","0.314934227435447","1.52989746624386","1.07380951507788","0.76732310620846","6.09931780411888","1.53296648991757"
"768","B","10","fused","legacy","1.58919330258786","1.03574770682007","0.564466553112419","4.76836120077611","1.43818772425952","1.00280598920265","0.965484233004024","0.209715794304371","1.771584741522","0.465411867082059"
"768","B","10","fused","repeat","1.52989787011527","1.07380851356748","0.767323503939954","6.09932424406404","1.53296836527483","0.928073912008591","0.931799789049688","0.163952761950639","1.30323196565949","0.314934921415839"
