project_version,gate,D,S,R,total_rows,kernel,variant,transition,timing_scope,slot_tile,seed,phase_profile,require_affinity,projection_shift,state_multiplier,output_multiplier,final_shift,target_rms,epsilon,warmup_repetitions,timed_repetitions,sequences_per_repetition,worker_count,allow_smt_siblings,cpus,physical_cores,rows,base_weight_bytes,allocated_weight_bytes,logical_weight_load_bytes,one_pass_weight_bytes,distinct_weight_storage_bytes,elapsed_seconds,mac_total,mac_per_second,logical_weight_load_gb_per_second,one_pass_weight_gb_per_second,output_checksum,state_checksum,round_sink,weight_hash_signature,clone_hashes_equal,clone_addresses_distinct,all_affinity_succeeded,clipped_cells,transition_cells,worker_compute_seconds,worker_transition_seconds,worker_sync_seconds,worker_cold_seconds,worker_affinity_errors,valid,error,batch_repeat,variant_order
0.4.1,t0rm,1472,8,8,1472,avx2-fused,clone,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0035128,554696704,157907283079.02527,39.476820769756316,19.738410384878158,1376143601252108142,10896513103772478190,16644558779145830308,11255046554403909569,true,true,true,0,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,11
0.4.1,t0rm,1472,8,8,1472,avx2-fused,shared,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0030747999999999999,554696704,180400905424.74307,45.100226356185765,22.550113178092882,1376143601252108142,10896513103772478190,16644558779145830308,11255046554403909569,false,false,true,0,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,12
0.4.1,t0rm,1472,8,8,1472,avx2-fused,clone,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0029318,554696704,189200049116.58368,47.300012279145918,23.650006139572959,13821127987155288577,2388581504360549043,17068663397166442437,11255046554403909569,true,true,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,13
0.4.1,t0rm,1472,8,8,1472,avx2-fused,shared,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0034324999999999998,554696704,161601370429.71597,40.400342607428996,20.200171303714498,13821127987155288577,2388581504360549043,17068663397166442437,11255046554403909569,false,false,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,14
0.4.1,t0rm,1472,8,8,1472,avx2-fused,clone,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.004666,554696704,118880562366.05229,29.720140591513072,14.860070295756536,9154644013385546528,14445065342599898194,5608768040300185633,11255046554403909569,true,true,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,15
0.4.1,t0rm,1472,8,8,1472,avx2-fused,shared,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0031356000000000001,554696704,176902890674.83096,44.225722668707739,22.11286133435387,9154644013385546528,14445065342599898194,5608768040300185633,11255046554403909569,false,false,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,16
0.4.1,t0m,1472,8,8,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0025625000000000001,554696704,216467006439.02438,54.116751609756093,27.058375804878047,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,17
0.4.1,t0m,1472,8,8,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,554696704,69337088,17334272,0.0052959000000000001,554696704,104740781359.16464,104.74078135916464,13.09259766989558,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,18
0.4.1,t0m,1472,8,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0029637999999999999,554696704,187157265672.44754,46.789316418111888,23.394658209055944,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,19
0.4.1,t0m,1472,8,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,554696704,69337088,2166784,0.0040369000000000004,554696704,137406600113.94881,137.4066001139488,17.1758250142436,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,20
0.4.1,t0rm,1472,1,8,1472,avx2-fused,clone,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0015164,69337088,45724800844.104462,45.724800844104465,45.724800844104465,1921319386727277400,3460539159099510511,1018957194554956891,11255046554403909569,true,true,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,21
0.4.1,t0rm,1472,1,8,1472,avx2-fused,shared,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.0006914,69337088,100285056407.28955,100.28505640728955,100.28505640728955,1921319386727277400,3460539159099510511,1018957194554956891,11255046554403909569,false,false,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,22
0.4.1,t0rm,1472,1,8,1472,avx2-fused,clone,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0013542000000000001,69337088,51201512332.004135,51.201512332004135,51.201512332004135,8532277458400881971,1830297968666755101,11856643478809496232,11255046554403909569,true,true,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,23
0.4.1,t0rm,1472,1,8,1472,avx2-fused,shared,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00056720000000000002,69337088,122244513399.15373,122.24451339915373,122.24451339915373,8532277458400881971,1830297968666755101,11856643478809496232,11255046554403909569,false,false,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,24
0.4.1,t0rm,1472,1,8,1472,avx2-fused,clone,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0016287000000000001,69337088,42572043961.441635,42.572043961441636,42.572043961441636,10128494215365011255,14442104813591559944,2934774874896736992,11255046554403909569,true,true,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,25
0.4.1,t0rm,1472,1,8,1472,avx2-fused,shared,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00056789999999999998,69337088,122093833421.37701,122.09383342137701,122.09383342137701,10128494215365011255,14442104813591559944,2934774874896736992,11255046554403909569,false,false,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,26
0.4.1,t0m,1472,1,8,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0015359,69337088,45144272413.568596,45.144272413568594,45.144272413568594,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,27
0.4.1,t0m,1472,1,8,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0014823,69337088,46776690278.621063,46.776690278621061,46.776690278621061,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,28
0.4.1,t0m,1472,1,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.0098338999999999996,69337088,7050822969.5237904,7.0508229695237903,7.0508229695237903,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,29
0.4.1,t0m,1472,1,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00070540000000000002,69337088,98294709384.746246,98.294709384746241,98.294709384746241,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",2,30
0.4.1,t0m,1472,8,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,554696704,69337088,2166784,0.0042535999999999997,554696704,130406409629.49033,130.40640962949033,16.300801203686291,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,1
0.4.1,t0m,1472,8,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0025535000000000002,554696704,217229960446.44604,54.307490111611514,27.153745055805757,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,2
0.4.1,t0m,1472,8,8,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,554696704,69337088,17334272,0.0068948999999999998,554696704,80450289924.436905,80.450289924436902,10.056286240554613,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,3
0.4.1,t0m,1472,8,8,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0027983000000000001,554696704,198226317406.9971,49.556579351749278,24.778289675874639,945175788286470250,6325574413642708964,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,4
0.4.1,t0rm,1472,8,8,1472,avx2-fused,shared,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0037257000000000002,554696704,148883888665.21725,37.220972166304314,18.610486083152157,13821127987155288577,2388581504360549043,17068663397166442437,11255046554403909569,false,false,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,5
0.4.1,t0rm,1472,8,8,1472,avx2-fused,clone,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0030534999999999998,554696704,181659310299.65616,45.414827574914042,22.707413787457021,13821127987155288577,2388581504360549043,17068663397166442437,11255046554403909569,true,true,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,6
0.4.1,t0rm,1472,8,8,1472,avx2-fused,shared,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0028176,554696704,196868506530.38046,49.217126632595118,24.608563316297559,1376143601252108142,10896513103772478190,16644558779145830308,11255046554403909569,false,false,true,0,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,7
0.4.1,t0rm,1472,8,8,1472,avx2-fused,clone,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0026656000000000002,554696704,208094501800.72028,52.02362545018007,26.011812725090035,1376143601252108142,10896513103772478190,16644558779145830308,11255046554403909569,true,true,true,0,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,8
0.4.1,t0rm,1472,8,8,1472,avx2-fused,shared,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,138674176,69337088,2166784,0.0026034999999999999,554696704,213058077203.76416,53.264519300941039,26.63225965047052,9154644013385546528,14445065342599898194,5608768040300185633,11255046554403909569,false,false,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,9
0.4.1,t0rm,1472,8,8,1472,avx2-fused,clone,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,138674176,69337088,17334272,0.0033430000000000001,554696704,165927820520.49057,41.481955130122643,20.740977565061321,9154644013385546528,14445065342599898194,5608768040300185633,11255046554403909569,true,true,true,12,376832,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,10
0.4.1,t0m,1472,16,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,1109393408,69337088,2166784,0.0085956000000000001,1109393408,129065266880.72968,129.06526688072967,8.0665791800456041,3440678550481229109,151263660427993466,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,11
0.4.1,t0m,1472,16,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,277348352,69337088,2166784,0.0049824999999999999,1109393408,222657984545.91068,55.664496136477666,13.916124034119417,3440678550481229109,151263660427993466,13801644200311732869,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,12
0.4.1,t0m,1472,16,8,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,1109393408,69337088,17334272,0.0091762000000000007,1109393408,120899000457.7058,120.8990004577058,7.5561875286066122,3440678550481229109,151263660427993466,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,13
0.4.1,t0m,1472,16,8,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,277348352,69337088,17334272,0.0063232000000000002,1109393408,175448097165.99191,43.862024291497981,10.965506072874495,3440678550481229109,151263660427993466,13801644200311732869,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,14
0.4.1,t0rm,1472,16,8,1472,avx2-fused,shared,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,277348352,69337088,2166784,0.0051215999999999996,1109393408,216610709153.38959,54.152677288347398,13.53816932208685,3795883114532833034,953266389936549877,17068663397166442437,11255046554403909569,false,false,true,32,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,15
0.4.1,t0rm,1472,16,8,1472,avx2-fused,clone,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,277348352,69337088,17334272,0.0057549000000000003,1109393408,192773707275.53909,48.193426818884774,12.048356704721193,3795883114532833034,953266389936549877,17068663397166442437,11255046554403909569,true,true,true,32,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,16
0.4.1,t0rm,1472,16,8,1472,avx2-fused,shared,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,277348352,69337088,2166784,0.0050637,1109393408,219087506763.82883,54.771876690957207,13.692969172739302,2744236483065453218,12426728992559062094,16644558779145830308,11255046554403909569,false,false,true,12,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,17
0.4.1,t0rm,1472,16,8,1472,avx2-fused,clone,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,277348352,69337088,17334272,0.0053451000000000002,1109393408,207553349422.83585,51.888337355708963,12.972084338927241,2744236483065453218,12426728992559062094,16644558779145830308,11255046554403909569,true,true,true,12,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,18
0.4.1,t0rm,1472,16,8,1472,avx2-fused,shared,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,277348352,69337088,2166784,0.0081191000000000006,1109393408,136639948762.7939,34.159987190698473,8.5399967976746183,4551739745890589895,16187460718299757442,5608768040300185633,11255046554403909569,false,false,true,32,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,19
0.4.1,t0rm,1472,16,8,1472,avx2-fused,clone,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,277348352,69337088,17334272,0.0063994000000000004,1109393408,173358972403.66284,43.339743100915712,10.834935775228928,4551739745890589895,16187460718299757442,5608768040300185633,11255046554403909569,true,true,true,32,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,20
0.4.1,t0m,1472,1,8,1472,avx2-repeat,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.0005262,69337088,131769456480.42569,131.7694564804257,131.7694564804257,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,21
0.4.1,t0m,1472,1,8,1472,avx2-fused,shared,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00060050000000000001,69337088,115465592006.66112,115.46559200666111,115.46559200666111,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,false,false,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,22
0.4.1,t0m,1472,1,8,1472,avx2-repeat,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0011157999999999999,69337088,62141143574.117233,62.14114357411723,62.14114357411723,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,23
0.4.1,t0m,1472,1,8,1472,avx2-fused,clone,frozen,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0011295000000000001,69337088,61387417441.345726,61.387417441345725,61.387417441345725,1930731594294032454,9927959260608650301,12288815033314867580,11255046554403909569,true,true,true,0,0,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,24
0.4.1,t0rm,1472,1,8,1472,avx2-fused,shared,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00076670000000000004,69337088,90435748010.956039,90.435748010956033,90.435748010956033,8532277458400881971,1830297968666755101,11856643478809496232,11255046554403909569,false,false,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,25
0.4.1,t0rm,1472,1,8,1472,avx2-fused,clone,group-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0019816999999999999,69337088,34988690518.241913,34.98869051824191,34.98869051824191,8532277458400881971,1830297968666755101,11856643478809496232,11255046554403909569,true,true,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,26
0.4.1,t0rm,1472,1,8,1472,avx2-fused,shared,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00069289999999999998,69337088,100067957858.27681,100.06795785827681,100.06795785827681,10128494215365011255,14442104813591559944,2934774874896736992,11255046554403909569,false,false,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,27
0.4.1,t0rm,1472,1,8,1472,avx2-fused,clone,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0016000999999999999,69337088,43332971689.269424,43.332971689269428,43.332971689269428,10128494215365011255,14442104813591559944,2934774874896736992,11255046554403909569,true,true,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,28
0.4.1,t0rm,1472,1,8,1472,avx2-fused,shared,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,69337088,69337088,2166784,0.00068840000000000004,69337088,100722091807.0889,100.7220918070889,100.7220918070889,1921319386727277400,3460539159099510511,1018957194554956891,11255046554403909569,false,false,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,29
0.4.1,t0rm,1472,1,8,1472,avx2-fused,clone,global-rms,full-repetition,4,3221342974,false,true,12,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,69337088,69337088,17334272,0.0011953000000000001,69337088,58008105078.223038,58.008105078223039,58.008105078223039,1921319386727277400,3460539159099510511,1018957194554956891,11255046554403909569,true,true,true,0,47104,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",3,30
0.4.1,t0rm,1472,16,8,1472,avx2-fused,clone,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,17334272,277348352,69337088,17334272,0.0051449,1109393408,215629731967.57956,53.907432991894893,13.476858247973723,2744236483065453218,12426728992559062094,16644558779145830308,11255046554403909569,true,true,true,12,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",4,1
0.4.1,t0rm,1472,16,8,1472,avx2-fused,shared,fixed-point,full-repetition,4,3221342974,false,true,14,1,1,0,32,9.9999999999999995e-07,2,4,1,4,false,"0;2;4;6","0;1;2;3","449;318;353;352",2166784,2166784,277348352,69337088,2166784,0.0057083999999999998,1109393408,194344020741.36362,48.586005185340902,12.146501296335225,2744236483065453218,12426728992559062094,16644558779145830308,11255046554403909569,false,false,true,12,753664,"0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",true,"",4,2
