probe,kernel_requested,kernel_used,avx2_supported,fma_supported,target_kib,actual_weight_bytes_per_block,allocated_weight_bytes_per_worker,m,K,depth,variant,iterations,repetitions,warmup,worker_count,logical_cpu_indices,all_affinity_succeeded,affinity_error,batch_elapsed_seconds,batch_mac_count,batch_mac_per_second,checksum_sum,batch_repeat,variant_order
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0488262,1073741824,21991099532.627975,466390.03125,1,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.049111200000000001,1073741824,21863481731.254784,412365.0625,1,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,523520,409,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0012009,26804224,22320113248.397038,12945.8515625,2,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0011948,26804224,22434067626.380985,10282.1318359375,2,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,1047040,409,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0023993,53608448,22343370149.626976,19127.5078125,2,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0023896,53608448,22434067626.380985,20564.291015625,2,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,2094080,409,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0047881,107216896,22392367745.034565,42991.58984375,2,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0046487999999999998,107216896,23063348821.201172,41128.53125,2,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,785920,614,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0021335999999999998,40239104,18859722534.683167,21678.3203125,2,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0018048999999999999,40239104,22294367554.989197,23904.3125,2,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,1571840,614,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0035929999999999998,80478208,22398610631.784027,33850.625,2,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0036603,80478208,21986779225.746525,47808.6875,2,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,3143680,614,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0072389999999999998,160956416,22234620251.415943,65171.0234375,2,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0081429999999999992,160956416,19766230627.532852,95617.5703125,2,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0048967000000000004,107347968,21922512712.643208,41775.546875,2,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0047605,107347968,22549725449.007458,63500.03125,2,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0098274999999999994,214695936,21846444772.322567,78505.8125,2,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0097479000000000003,214695936,22024839811.651741,126999.8671875,2,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.020354799999999999,429391872,21095361880.244465,158625.671875,2,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.018589100000000001,429391872,23099121097.847664,253999.46875,2,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.010109999999999999,214695936,21235997626.112762,76416.9609375,2,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0095227000000000003,214695936,22545699854.032993,81386.6640625,2,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.018791599999999999,429391872,22850202856.595501,171163.390625,2,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.019254,429391872,22301437207.852913,162773.484375,2,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.036848400000000003,858783744,23305862506.920242,335786.96875,2,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.038556399999999998,858783744,22273442126.339596,325545.625,2,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.011724699999999999,268435456,22894867757.810436,100987.1796875,2,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0118703,268435456,22614041431.13485,116599.0546875,2,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.023281699999999999,536870912,23059781373.353321,213908.90625,2,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0238768,536870912,22485044562.085373,233197.46875,2,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.048672399999999998,1073741824,22060589245.650513,412365.0625,2,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.048586200000000003,1073741824,22099728400.245335,466390.03125,2,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0012198000000000001,26804224,21974277750.450893,10282.1318359375,3,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,523520,409,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0012018,26804224,22303398235.979362,12945.8515625,3,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0024756999999999999,53608448,21653854667.366806,20564.291015625,3,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,1047040,409,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0026232999999999999,53608448,20435500324.019367,19127.5078125,3,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0052690999999999997,107216896,20348237080.3363,41128.53125,3,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,2094080,409,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0047540999999999998,107216896,22552511726.720097,42991.58984375,3,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0018255000000000001,40239104,22042784990.413586,23904.3125,3,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,785920,614,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0018644,40239104,21582870628.620468,21678.3203125,3,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0035059000000000002,80478208,22955078011.352291,47808.6875,3,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,1571840,614,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0037009999999999999,80478208,21744990002.701973,33850.625,3,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0071846000000000002,160956416,22402975252.623665,95617.5703125,3,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,3143680,614,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0076226000000000002,160956416,21115684412.142838,65171.0234375,3,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0047676000000000003,107347968,22516143971.809715,63500.03125,3,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0047349000000000002,107347968,22671644174.111385,41775.546875,3,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0097484000000000008,214695936,22023710147.306221,126999.8671875,3,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0097228999999999996,214695936,22081471166.010143,78505.8125,3,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.023821999999999999,429391872,18025013516.917137,253999.46875,3,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.021461999999999998,429391872,20007076320.939335,158625.671875,3,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0092720000000000007,214695936,23155299396.031059,81386.6640625,3,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0093325000000000005,214695936,23005190034.824535,76416.9609375,3,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.019117599999999998,429391872,22460553207.515591,162773.484375,3,1
