"run","order_index","metric","native_mode","D","S","R","rows_per_worker","mode","kernel","elapsed_seconds","mac_total","mac_per_second","final_checksum","per_round_checksums","per_round_finite","per_round_overflow","per_round_clipped_cells","per_round_clipping_rates","clipped_cells","clipping_rate","all_rounds_valid","worker_count","cpus","affinity","affinity_errors","affinity_succeeded","timed_repetitions","warmup","timed_repetitions_exact"
"2","1","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0005493","8388608","15271450937.5569","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","2","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0017843","8388608","4701343944.40397","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","1","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.002027","8388608","4138435125.80168","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","2","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0013748","8388608","6101693337.21268","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0007309","8388608","11477093993.7064","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0009935","8388608","8443490689.48163","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0016724","8388608","5015910069.3614","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0203586","8388608","412042478.362952","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0007124","8388608","11775137563.1668","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0019211","8388608","4366564988.8085","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0011539","8388608","7269787676.57509","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0006388","8388608","13131822166.5623","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.000651","8388608","12885726574.5008","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0006145","8388608","13651111472.7421","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0021121","8388608","3971690734.34023","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0019964","8388608","4201867361.25025","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","G(S)","fused","512","2","2","128,128,128,128","fused","avx2_fused","0.0009155","8388608","9162870562.53413","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","F(S)","repeat","512","2","2","128,128,128,128","repeat","avx2_repeat","0.0011238","8388608","7464502580.53034","5320820740352473086","13342772756393143073;5320820740352473086","true;true","false;false","0;0","0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","1","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0030434","16777216","5512655582.57212","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","2","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0337061","16777216","497750140.182341","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0032461","16777216","5168422414.58982","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0971951","16777216","172613804.605376","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","1","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0037411","16777216","4484567640.53353","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","2","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0047552","16777216","3528183041.72275","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0294668","16777216","569359957.64725","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.002739","16777216","6125307046.36729","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0038219","16777216","4389757973.78267","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0030411","16777216","5516824833.1196","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0039474","16777216","4250194051.78092","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0030093","16777216","5575122453.72678","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0036355","16777216","4614830422.22528","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0035948","16777216","4667079114.27618","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0246179","16777216","681504758.732467","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0035381","16777216","4741871626.01396","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0028674","16777216","5851020436.63249","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0038668","16777216","4338785559.11865","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","G(S)","fused","512","2","4","128,128,128,128","fused","avx2_fused","0.0029765","16777216","5636558373.92911","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","F(S)","repeat","512","2","4","128,128,128,128","repeat","avx2_repeat","0.0473674","16777216","354193305.944595","5628887773952548123","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123","true;true;true;true","false;false;false;false","0;0;0;0","0;0;0;0","0","0","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0099842","33554432","3360753190.04026","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0129314","33554432","2594802728.24288","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0083899","33554432","3999384021.26366","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.031724","33554432","1057698650.8637","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0453728","33554432","739527470.202412","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0068139","33554432","4924409222.32495","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0066699","33554432","5030724898.42426","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0523181","33554432","641354177.617306","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.009399","33554432","3570000212.78859","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"5","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.00933","33554432","3596402143.62272","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0116223","33554432","2887073298.74465","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"6","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0061883","33554432","5422237448.08752","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0083523","33554432","4017388264.31043","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"7","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0066723","33554432","5028915366.5153","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0063824","33554432","5257337678.61619","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"8","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0067048","33554432","5004538837.84751","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","1","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0066661","33554432","5033592655.37571","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"9","2","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0071766","33554432","4675533260.87562","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","1","G(S)","fused","512","2","8","128,128,128,128","fused","avx2_fused","0.0153972","33554432","2179255449.04268","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"10","2","F(S)","repeat","512","2","8","128,128,128,128","repeat","avx2_repeat","0.0294041","33554432","1141148071.18735","305228345841125382","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382","true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1","0;0;0;0;0;0;0;0.0009765625","8","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0258357","67108864","2597524510.65773","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"1","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0219557","67108864","3056557704.83291","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0392253","67108864","1710856615.50071","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"2","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0144345","67108864","4649199071.66857","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","1","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.0462165","67108864","1452054223.05886","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"3","2","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0369991","67108864","1813797200.47244","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","1","G(S)","fused","512","2","16","128,128,128,128","fused","avx2_fused","0.0127567","67108864","5260675880.12574","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
"4","2","F(S)","repeat","512","2","16","128,128,128,128","repeat","avx2_repeat","0.013005","67108864","5160235601.69166","12484377250881909059","13342772756393143073;5320820740352473086;15300789243965721646;5628887773952548123;12395299078947832539;6391872798958585175;16139449341581709178;305228345841125382;628524683829051360;6662536874091547767;6242819449817947043;10501880766753039895;2461832081510741194;7898302583175902778;654565421702442320;12484377250881909059","true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true","false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false","0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0.0009765625;0.0009765625;0;0;0;0;0;0;0","16","0.0001220703125","true","4","0,2,4,6","1,1,1,1","0,0,0,0","true","8","2","true"
